#,Name,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,Year
11.0,Justin Topa,MIN,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024
12.0,Dominic Smith,BOS,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
13.0,Wander Suero,HOU,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
14.0,Luis Torrens,NYM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
15.0,Pablo Reyes,BOS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
16.0,Eddy Alvarez,NYM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024
17.0,Cole Tucker,LAA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
18.0,Willi Castro,MIN,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
19.0,Anthony Misiewicz,NYY,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024
20.0,Miguel Diaz,HOU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
21.0,Danny Mendick,CHW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
22.0,Garrett Hampson,KCR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024
23.0,Donovan Walton,SFG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
24.0,Weston Wilson,PHI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
25.0,Shane Bieber,CLE,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,45.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,2024
26.0,Andrew Knizner,TEX,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2024
27.0,Forrest Whitley,HOU,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,20.0,5.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,2024
28.0,Jonathan Loaisiga,NYY,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,20.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2024
29.0,Jhonny Pereda,MIA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
30.0,Tucker Davidson,BAL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,19.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2024
31.0,Pavin Smith,ARI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2024
32.0,Leo Rivas,SEA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
33.0,Oswaldo Cabrera,NYY,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2024
34.0,Nick Pratto,KCR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024
35.0,Dylan Coleman,HOU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024
36.0,Steven Cruz,KCR,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2024
37.0,Adam Kloffenstein,STL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
38.0,Erik Sabrowski,CLE,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,12.2,47.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,19.0,2024
39.0,Michael Stefanic,LAA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024
40.0,Gavin Hollowell,CHC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024
41.0,Grae Kessinger,HOU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
42.0,Marc Church,TEX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024
43.0,Trevor McDonald,SFG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024
44.0,Matt Wallner,MIN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
45.0,Evan Kravetz,CIN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
46.0,Zac Kristofak,LAA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2024
47.0,Nick Loftin,KCR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
48.0,Ryan Loutos,STL,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
49.0,James Meeker,MIL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
50.0,AJ Smith-Shawver,ATL,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.1,18.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2024
51.0,Evan Justice,COL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024
52.0,Jackson Jobe,DET,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2024
53.0,Luis Guerrero,BOS,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,36.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,2024
54.0,Andrew Walters,CLE,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,8.2,32.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,2024
55.0,Emmanuel Clase,CLE,4.0,2.0,0.61,74.0,0.0,0.0,0.0,47.0,0.0,3.0,74.1,270.0,39.0,10.0,5.0,2.0,10.0,1.0,2.0,2.0,0.0,66.0,2024
56.0,Luis Peralta,COL,0.0,0.0,0.73,15.0,0.0,0.0,0.0,0.0,2.0,0.0,12.1,49.0,7.0,1.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,14.0,2024
57.0,Sean Reynolds,SDP,0.0,0.0,0.82,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,10.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,21.0,2024
58.0,Sean Guenther,DET,3.0,0.0,0.86,17.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,73.0,9.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,12.0,2024
59.0,Kirby Yates,TEX,7.0,2.0,1.17,61.0,0.0,0.0,0.0,33.0,2.0,1.0,61.2,237.0,23.0,10.0,8.0,3.0,28.0,5.0,2.0,1.0,2.0,85.0,2024
60.0,Rhett Lowder,CIN,2.0,2.0,1.17,6.0,6.0,0.0,0.0,0.0,0.0,0.0,30.2,128.0,25.0,4.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,22.0,2024
61.0,Rob Zastryzny,MIL,1.0,0.0,1.17,9.0,3.0,0.0,0.0,0.0,0.0,0.0,7.2,29.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2024
62.0,Devin Williams,MIL,1.0,0.0,1.25,22.0,0.0,0.0,0.0,14.0,0.0,1.0,21.2,88.0,10.0,3.0,3.0,1.0,11.0,1.0,2.0,1.0,0.0,38.0,2024
63.0,River Ryan,LAD,1.0,0.0,1.33,4.0,4.0,0.0,0.0,0.0,0.0,0.0,20.1,81.0,15.0,4.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,18.0,2024
64.0,Kyle Hurt,LAD,0.0,1.0,1.35,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.2,27.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2024
65.0,Sean Burke,CHW,2.0,0.0,1.42,4.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,76.0,12.0,4.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,22.0,2024
66.0,Seth Halvorsen,COL,2.0,1.0,1.46,12.0,0.0,0.0,0.0,2.0,2.0,1.0,12.1,46.0,8.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,13.0,2024
67.0,John McMillon,MIA,2.0,1.0,1.5,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,47.0,7.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,13.0,2024
68.0,Vinny Nittoli,- - -,0.0,1.0,1.5,9.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,46.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2024
69.0,Jairo Iriarte,CHW,0.0,1.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,3.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,2024
70.0,J.B. Bukauskas,MIL,0.0,0.0,1.5,6.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,22.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2024
71.0,Edwin Uceta,TBR,2.0,0.0,1.51,30.0,0.0,0.0,0.0,5.0,7.0,0.0,41.2,159.0,26.0,8.0,7.0,2.0,8.0,0.0,1.0,0.0,0.0,57.0,2024
72.0,Hunter Gaddis,CLE,6.0,3.0,1.57,78.0,0.0,0.0,0.0,0.0,33.0,5.0,74.2,278.0,43.0,16.0,13.0,4.0,14.0,1.0,4.0,2.0,0.0,66.0,2024
73.0,Kevin Herget,MIL,0.0,0.0,1.59,7.0,0.0,0.0,0.0,1.0,1.0,0.0,11.1,43.0,6.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,2024
74.0,Enoli Paredes,- - -,1.0,0.0,1.66,18.0,0.0,0.0,0.0,1.0,3.0,0.0,21.2,87.0,13.0,4.0,4.0,0.0,10.0,0.0,2.0,2.0,0.0,16.0,2024
75.0,Sean Reid-Foley,NYM,1.0,2.0,1.66,23.0,0.0,0.0,0.0,0.0,4.0,1.0,21.2,90.0,13.0,10.0,4.0,0.0,14.0,0.0,0.0,1.0,0.0,25.0,2024
76.0,Jacob deGrom,TEX,0.0,0.0,1.69,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.2,44.0,11.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,2024
77.0,Tristan Beck,SFG,0.0,0.0,1.69,7.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,67.0,14.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,14.0,2024
78.0,Austin Warren,SFG,0.0,0.0,1.69,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,42.0,9.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,2024
79.0,Bryan Hudson,MIL,6.0,1.0,1.73,43.0,0.0,0.0,0.0,0.0,14.0,3.0,62.1,231.0,28.0,12.0,12.0,7.0,17.0,0.0,3.0,1.0,1.0,62.0,2024
80.0,Richard Fitts,BOS,0.0,1.0,1.74,4.0,4.0,0.0,0.0,0.0,0.0,0.0,20.2,85.0,19.0,6.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,9.0,2024
81.0,Tanner Scott,- - -,9.0,6.0,1.75,72.0,0.0,0.0,0.0,22.0,11.0,2.0,72.0,294.0,45.0,20.0,14.0,3.0,36.0,4.0,1.0,0.0,0.0,84.0,2024
82.0,Alex Vesia,LAD,5.0,4.0,1.76,67.0,0.0,0.0,0.0,5.0,13.0,2.0,66.1,263.0,33.0,19.0,13.0,7.0,33.0,3.0,1.0,2.0,0.0,87.0,2024
83.0,Scott Blewett,MIN,1.0,1.0,1.77,12.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,85.0,17.0,5.0,4.0,2.0,8.0,2.0,1.0,0.0,0.0,18.0,2024
84.0,Brenan Hanifee,DET,1.0,1.0,1.84,21.0,3.0,0.0,0.0,0.0,7.0,1.0,29.1,120.0,27.0,7.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,23.0,2024
85.0,Mason Montgomery,TBR,0.0,0.0,1.86,9.0,0.0,0.0,0.0,0.0,3.0,0.0,9.2,37.0,6.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,17.0,2024
86.0,Nick Burdi,NYY,1.0,0.0,1.86,12.0,0.0,0.0,0.0,0.0,3.0,0.0,9.2,45.0,5.0,2.0,2.0,1.0,9.0,0.0,2.0,3.0,0.0,12.0,2024
87.0,Matt Strahm,PHI,6.0,2.0,1.87,66.0,0.0,0.0,0.0,3.0,18.0,6.0,62.2,237.0,36.0,14.0,13.0,4.0,11.0,1.0,6.0,2.0,0.0,79.0,2024
88.0,Porter Hodge,CHC,3.0,1.0,1.88,39.0,0.0,0.0,0.0,9.0,9.0,3.0,43.0,164.0,19.0,10.0,9.0,2.0,19.0,0.0,1.0,1.0,0.0,52.0,2024
89.0,Cade Smith,CLE,6.0,1.0,1.91,74.0,0.0,0.0,0.0,1.0,26.0,2.0,75.1,289.0,51.0,16.0,16.0,1.0,17.0,0.0,3.0,0.0,1.0,103.0,2024
90.0,Ryan Walker,SFG,10.0,4.0,1.91,76.0,1.0,0.0,0.0,10.0,21.0,4.0,80.0,308.0,50.0,19.0,17.0,5.0,18.0,1.0,9.0,2.0,0.0,99.0,2024
91.0,Tim Herrin,CLE,5.0,1.0,1.92,75.0,0.0,0.0,0.0,0.0,16.0,2.0,65.2,257.0,39.0,17.0,14.0,2.0,25.0,1.0,5.0,3.0,1.0,68.0,2024
92.0,Blake Treinen,LAD,7.0,3.0,1.93,50.0,0.0,0.0,0.0,1.0,16.0,4.0,46.2,184.0,33.0,11.0,10.0,5.0,11.0,0.0,2.0,1.0,0.0,56.0,2024
93.0,Eli Morgan,CLE,3.0,0.0,1.93,32.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,167.0,30.0,11.0,9.0,4.0,11.0,1.0,1.0,0.0,0.0,34.0,2024
94.0,Collin Snider,SEA,3.0,4.0,1.94,42.0,0.0,0.0,0.0,0.0,9.0,2.0,41.2,169.0,36.0,14.0,9.0,5.0,13.0,2.0,0.0,1.0,0.0,47.0,2024
95.0,Raisel Iglesias,ATL,6.0,2.0,1.95,66.0,0.0,0.0,0.0,34.0,0.0,4.0,69.1,259.0,38.0,19.0,15.0,4.0,13.0,3.0,3.0,1.0,0.0,68.0,2024
96.0,Jason Adam,- - -,7.0,2.0,1.95,74.0,0.0,0.0,0.0,4.0,31.0,4.0,73.2,282.0,40.0,20.0,16.0,5.0,23.0,4.0,6.0,2.0,1.0,81.0,2024
97.0,Michael McGreevy,STL,3.0,0.0,1.96,4.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,86.0,16.0,5.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,18.0,2024
98.0,Paul Skenes,PIT,11.0,3.0,1.96,23.0,23.0,0.0,0.0,0.0,0.0,0.0,133.0,514.0,94.0,31.0,29.0,10.0,32.0,0.0,6.0,2.0,1.0,170.0,2024
99.0,Garrett Whitlock,BOS,1.0,0.0,1.96,4.0,4.0,0.0,0.0,0.0,0.0,0.0,18.1,75.0,14.0,4.0,4.0,1.0,7.0,0.0,1.0,0.0,0.0,17.0,2024
100.0,Reynaldo Lopez,ATL,8.0,5.0,1.99,26.0,25.0,0.0,0.0,0.0,1.0,0.0,135.2,543.0,108.0,32.0,30.0,10.0,42.0,0.0,2.0,2.0,1.0,148.0,2024
101.0,Trevor Williams,WSN,6.0,1.0,2.03,13.0,13.0,0.0,0.0,0.0,0.0,0.0,66.2,260.0,51.0,17.0,15.0,3.0,18.0,0.0,0.0,0.0,1.0,59.0,2024
102.0,Griffin Jax,MIN,5.0,5.0,2.03,72.0,0.0,0.0,0.0,10.0,24.0,6.0,71.0,276.0,47.0,19.0,16.0,4.0,15.0,1.0,2.0,4.0,0.0,95.0,2024
103.0,Ryan Helsley,STL,7.0,4.0,2.04,65.0,0.0,0.0,0.0,49.0,0.0,4.0,66.1,266.0,50.0,19.0,15.0,3.0,23.0,3.0,0.0,1.0,0.0,79.0,2024
104.0,Dinelson Lamet,LAD,0.0,0.0,2.08,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.1,18.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,2024
105.0,Eli Villalobos,MIA,0.0,0.0,2.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,18.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2024
106.0,Ben Joyce,LAA,2.0,0.0,2.08,31.0,1.0,0.0,0.0,4.0,8.0,0.0,34.2,142.0,26.0,8.0,8.0,1.0,14.0,0.0,4.0,4.0,0.0,33.0,2024
107.0,Tommy Kahnle,NYY,0.0,2.0,2.11,50.0,0.0,0.0,0.0,1.0,16.0,0.0,42.2,179.0,30.0,16.0,10.0,5.0,19.0,1.0,2.0,1.0,0.0,46.0,2024
108.0,Dylan Lee,ATL,4.0,2.0,2.11,52.0,0.0,0.0,0.0,0.0,9.0,2.0,59.2,240.0,49.0,19.0,14.0,7.0,17.0,4.0,0.0,0.0,0.0,76.0,2024
109.0,Ryan Zeferjahn,LAA,0.0,0.0,2.12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,64.0,7.0,4.0,4.0,0.0,6.0,1.0,2.0,0.0,0.0,18.0,2024
110.0,Andres Munoz,SEA,3.0,7.0,2.12,60.0,0.0,0.0,0.0,22.0,6.0,5.0,59.1,232.0,31.0,16.0,14.0,6.0,26.0,3.0,3.0,3.0,1.0,77.0,2024
111.0,Danny Coulombe,BAL,1.0,0.0,2.12,33.0,0.0,0.0,0.0,1.0,13.0,1.0,29.2,107.0,15.0,7.0,7.0,3.0,5.0,0.0,0.0,2.0,0.0,32.0,2024
112.0,Manuel Rodriguez,TBR,3.0,4.0,2.15,40.0,0.0,0.0,0.0,2.0,10.0,1.0,37.2,158.0,29.0,13.0,9.0,3.0,11.0,1.0,5.0,2.0,0.0,34.0,2024
113.0,Ben Casparius,LAD,2.0,0.0,2.16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,37.0,9.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,2024
114.0,Jeff Hoffman,PHI,3.0,3.0,2.17,68.0,0.0,0.0,0.0,10.0,21.0,3.0,66.1,265.0,48.0,20.0,16.0,6.0,16.0,1.0,3.0,5.0,0.0,89.0,2024
115.0,Bryan Hoeing,- - -,2.0,3.0,2.18,34.0,2.0,0.0,0.0,0.0,4.0,0.0,53.2,210.0,43.0,15.0,13.0,4.0,14.0,1.0,0.0,8.0,0.0,43.0,2024
116.0,Tyler Holton,DET,7.0,2.0,2.19,66.0,9.0,0.0,0.0,8.0,14.0,0.0,94.1,354.0,57.0,25.0,23.0,7.0,17.0,1.0,4.0,0.0,0.0,77.0,2024
117.0,Cody Poteet,NYY,3.0,0.0,2.22,5.0,4.0,0.0,0.0,0.0,0.0,0.0,24.1,96.0,18.0,7.0,6.0,2.0,8.0,0.0,1.0,1.0,0.0,16.0,2024
118.0,Tayler Scott,HOU,7.0,3.0,2.23,62.0,1.0,0.0,0.0,0.0,9.0,3.0,68.2,282.0,45.0,21.0,17.0,7.0,35.0,1.0,4.0,0.0,0.0,71.0,2024
119.0,JT Chargois,- - -,3.0,1.0,2.23,36.0,0.0,0.0,0.0,0.0,2.0,2.0,36.1,146.0,24.0,9.0,9.0,6.0,13.0,1.0,2.0,0.0,0.0,30.0,2024
120.0,Daniel Duarte,MIN,1.0,0.0,2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2024
121.0,Connor Gillispie,CLE,0.0,0.0,2.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,4.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,8.0,2024
122.0,Justin Sterner,TBR,0.0,0.0,2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2024
123.0,Naoyuki Uwasawa,BOS,0.0,0.0,2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2024
124.0,Zach Penrod,BOS,0.0,0.0,2.25,7.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,20.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,2024
125.0,Orion Kerkering,PHI,5.0,3.0,2.29,64.0,2.0,0.0,0.0,0.0,14.0,2.0,63.0,257.0,51.0,20.0,16.0,2.0,17.0,0.0,8.0,1.0,0.0,74.0,2024
126.0,Dedniel Nunez,NYM,2.0,0.0,2.31,25.0,0.0,0.0,0.0,1.0,9.0,1.0,35.0,135.0,24.0,11.0,9.0,3.0,8.0,1.0,0.0,1.0,2.0,48.0,2024
127.0,Peter Strzelecki,CLE,0.0,0.0,2.31,10.0,0.0,0.0,0.0,0.0,1.0,0.0,11.2,47.0,11.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,9.0,2024
128.0,Tyson Miller,- - -,5.0,1.0,2.32,58.0,0.0,0.0,0.0,1.0,13.0,1.0,62.0,235.0,39.0,18.0,16.0,7.0,11.0,0.0,5.0,0.0,0.0,54.0,2024
