#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,Year
140.0,Jung Hoo Lee,SFG,37.0,145.0,158.0,38.0,32.0,4.0,0.0,2.0,15.0,8.0,10.0,0.0,13.0,1.0,2.0,0.0,2.0,2.0,3.0,0.262,2024
141.0,Riley Greene,DET,137.0,512.0,584.0,134.0,77.0,27.0,6.0,24.0,82.0,74.0,64.0,3.0,156.0,5.0,2.0,0.0,2.0,4.0,2.0,0.262,2024
142.0,Rece Hinds,CIN,24.0,46.0,51.0,12.0,2.0,4.0,1.0,5.0,9.0,11.0,4.0,0.0,16.0,1.0,0.0,0.0,0.0,2.0,0.0,0.261,2024
143.0,Harold Ramirez,- - -,73.0,238.0,246.0,62.0,52.0,7.0,1.0,2.0,28.0,29.0,5.0,0.0,50.0,2.0,1.0,0.0,2.0,6.0,2.0,0.261,2024
144.0,Brenton Doyle,COL,149.0,542.0,603.0,141.0,90.0,24.0,4.0,23.0,82.0,72.0,46.0,1.0,153.0,3.0,8.0,4.0,13.0,30.0,5.0,0.26,2024
145.0,Alex Bregman,HOU,145.0,581.0,634.0,151.0,93.0,30.0,2.0,26.0,79.0,75.0,44.0,1.0,86.0,5.0,4.0,0.0,13.0,3.0,1.0,0.26,2024
146.0,LaMonte Wade Jr.,SFG,117.0,331.0,401.0,86.0,62.0,16.0,0.0,8.0,45.0,34.0,62.0,5.0,90.0,4.0,3.0,1.0,2.0,2.0,1.0,0.26,2024
147.0,Colt Keith,DET,148.0,516.0,556.0,134.0,102.0,15.0,4.0,13.0,54.0,61.0,36.0,2.0,110.0,2.0,2.0,0.0,4.0,7.0,1.0,0.26,2024
148.0,Trevor Larnach,MIN,112.0,355.0,400.0,92.0,60.0,17.0,0.0,15.0,59.0,52.0,40.0,1.0,89.0,3.0,2.0,0.0,12.0,4.0,1.0,0.259,2024
149.0,Matt Wallner,MIN,75.0,220.0,261.0,57.0,26.0,17.0,1.0,13.0,26.0,37.0,24.0,0.0,95.0,16.0,1.0,0.0,2.0,3.0,0.0,0.259,2024
150.0,Michael Massey,KCR,100.0,332.0,356.0,86.0,53.0,17.0,2.0,14.0,45.0,45.0,15.0,1.0,56.0,3.0,4.0,2.0,9.0,1.0,0.0,0.259,2024
151.0,Sal Frelick,MIL,145.0,475.0,524.0,123.0,95.0,22.0,4.0,2.0,66.0,32.0,39.0,0.0,78.0,4.0,1.0,2.0,8.0,18.0,3.0,0.259,2024
152.0,Elly De La Cruz,CIN,160.0,618.0,696.0,160.0,89.0,36.0,10.0,25.0,105.0,76.0,69.0,2.0,218.0,6.0,1.0,2.0,12.0,67.0,16.0,0.259,2024
153.0,Oneil Cruz,PIT,146.0,541.0,599.0,140.0,82.0,34.0,3.0,21.0,72.0,76.0,51.0,5.0,181.0,3.0,4.0,0.0,8.0,22.0,1.0,0.259,2024
154.0,Ramon Laureano,- - -,98.0,286.0,309.0,74.0,46.0,16.0,1.0,11.0,35.0,33.0,15.0,0.0,96.0,7.0,1.0,0.0,5.0,8.0,3.0,0.259,2024
155.0,Justin Turner,- - -,139.0,460.0,539.0,119.0,84.0,24.0,0.0,11.0,59.0,55.0,59.0,2.0,95.0,13.0,7.0,0.0,16.0,0.0,2.0,0.259,2024
156.0,Dairon Blanco,KCR,88.0,120.0,132.0,31.0,23.0,4.0,0.0,4.0,37.0,13.0,8.0,0.0,32.0,1.0,1.0,1.0,2.0,31.0,7.0,0.258,2024
157.0,Tyler Stephenson,CIN,138.0,457.0,515.0,118.0,72.0,26.0,1.0,19.0,69.0,66.0,48.0,2.0,117.0,8.0,2.0,0.0,9.0,1.0,0.0,0.258,2024
158.0,Josh Smith,TEX,149.0,523.0,592.0,135.0,91.0,30.0,1.0,13.0,67.0,62.0,46.0,1.0,121.0,18.0,3.0,2.0,6.0,11.0,2.0,0.258,2024
159.0,Gleyber Torres,NYY,154.0,587.0,665.0,151.0,110.0,26.0,0.0,15.0,80.0,63.0,65.0,0.0,136.0,3.0,8.0,2.0,6.0,4.0,3.0,0.257,2024
160.0,David Villar,SFG,11.0,35.0,37.0,9.0,4.0,4.0,0.0,1.0,3.0,4.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.257,2024
161.0,Edmundo Sosa,PHI,90.0,249.0,274.0,64.0,41.0,12.0,4.0,7.0,39.0,31.0,13.0,0.0,66.0,8.0,2.0,1.0,5.0,7.0,1.0,0.257,2024
162.0,Matt Vierling,DET,144.0,518.0,567.0,133.0,84.0,28.0,5.0,16.0,80.0,57.0,41.0,1.0,121.0,3.0,5.0,0.0,9.0,6.0,1.0,0.257,2024
163.0,Austin Riley,ATL,110.0,425.0,469.0,109.0,62.0,26.0,2.0,19.0,63.0,56.0,37.0,0.0,118.0,5.0,2.0,0.0,6.0,0.0,0.0,0.256,2024
164.0,Jacob Young,WSN,150.0,468.0,521.0,120.0,92.0,24.0,1.0,3.0,75.0,36.0,30.0,0.0,102.0,12.0,2.0,9.0,11.0,33.0,10.0,0.256,2024
165.0,Jazz Chisholm Jr.,- - -,147.0,562.0,621.0,144.0,95.0,21.0,4.0,24.0,74.0,73.0,53.0,5.0,152.0,4.0,2.0,0.0,6.0,40.0,10.0,0.256,2024
166.0,Charlie Blackmon,COL,124.0,449.0,499.0,115.0,74.0,24.0,5.0,12.0,59.0,52.0,43.0,2.0,86.0,6.0,1.0,0.0,4.0,6.0,2.0,0.256,2024
167.0,Eugenio Suarez,ARI,158.0,571.0,640.0,146.0,86.0,28.0,2.0,30.0,90.0,101.0,49.0,0.0,176.0,9.0,11.0,0.0,10.0,2.0,1.0,0.256,2024
168.0,Trevor Story,BOS,26.0,94.0,106.0,24.0,15.0,7.0,0.0,2.0,8.0,10.0,11.0,2.0,33.0,1.0,0.0,0.0,2.0,6.0,3.0,0.255,2024
169.0,Austin Hays,- - -,85.0,235.0,255.0,60.0,37.0,18.0,0.0,5.0,26.0,20.0,9.0,1.0,59.0,8.0,2.0,1.0,2.0,2.0,2.0,0.255,2024
170.0,Garrett Mitchell,MIL,69.0,196.0,224.0,50.0,27.0,12.0,3.0,8.0,33.0,21.0,25.0,0.0,71.0,1.0,0.0,2.0,1.0,11.0,4.0,0.255,2024
171.0,Nick Castellanos,PHI,162.0,606.0,659.0,154.0,97.0,30.0,4.0,23.0,80.0,86.0,41.0,2.0,139.0,10.0,2.0,0.0,14.0,6.0,2.0,0.254,2024
172.0,Brice Turang,MIL,155.0,559.0,619.0,142.0,107.0,24.0,4.0,7.0,72.0,57.0,50.0,1.0,105.0,2.0,3.0,5.0,8.0,50.0,6.0,0.254,2024
173.0,Jack Lopez,LAA,27.0,67.0,71.0,17.0,13.0,3.0,0.0,1.0,4.0,6.0,2.0,0.0,25.0,1.0,0.0,1.0,2.0,0.0,1.0,0.254,2024
174.0,Ramon Urias,BAL,100.0,272.0,301.0,69.0,47.0,9.0,2.0,11.0,39.0,37.0,23.0,0.0,55.0,5.0,1.0,0.0,0.0,1.0,1.0,0.254,2024
175.0,Lenyn Sosa,CHW,100.0,351.0,369.0,89.0,68.0,13.0,0.0,8.0,28.0,35.0,12.0,1.0,77.0,3.0,1.0,2.0,5.0,3.0,1.0,0.254,2024
176.0,Jesse Winker,- - -,145.0,430.0,508.0,109.0,72.0,23.0,0.0,14.0,63.0,58.0,63.0,2.0,106.0,10.0,3.0,2.0,12.0,14.0,4.0,0.253,2024
177.0,Austin Martin,MIN,93.0,233.0,257.0,59.0,39.0,18.0,1.0,1.0,41.0,16.0,20.0,0.0,47.0,2.0,0.0,2.0,4.0,7.0,3.0,0.253,2024
178.0,Wilyer Abreu,BOS,132.0,399.0,447.0,101.0,51.0,33.0,2.0,15.0,59.0,58.0,40.0,0.0,125.0,3.0,5.0,0.0,7.0,8.0,3.0,0.253,2024
179.0,Alejandro Kirk,TOR,103.0,340.0,386.0,86.0,61.0,19.0,1.0,5.0,23.0,54.0,35.0,1.0,51.0,2.0,9.0,0.0,11.0,0.0,0.0,0.253,2024
180.0,Max Kepler,MIN,105.0,368.0,399.0,93.0,63.0,21.0,1.0,8.0,43.0,42.0,22.0,0.0,80.0,5.0,3.0,0.0,3.0,1.0,0.0,0.253,2024
181.0,Heston Kjerstad,BAL,39.0,99.0,114.0,25.0,19.0,2.0,0.0,4.0,8.0,14.0,10.0,2.0,33.0,5.0,0.0,0.0,0.0,1.0,0.0,0.253,2024
182.0,Wyatt Langford,TEX,134.0,499.0,557.0,126.0,81.0,25.0,4.0,16.0,74.0,74.0,51.0,3.0,115.0,4.0,3.0,0.0,6.0,19.0,3.0,0.253,2024
183.0,Casey Schmitt,SFG,40.0,107.0,113.0,27.0,16.0,4.0,1.0,6.0,11.0,16.0,4.0,0.0,25.0,1.0,1.0,0.0,2.0,0.0,0.0,0.252,2024
184.0,Andres Gimenez,CLE,152.0,583.0,633.0,147.0,115.0,22.0,1.0,9.0,64.0,63.0,26.0,1.0,97.0,15.0,6.0,3.0,11.0,30.0,5.0,0.252,2024
185.0,Jesus Sanchez,MIA,149.0,489.0,537.0,123.0,79.0,25.0,1.0,18.0,60.0,64.0,41.0,2.0,140.0,4.0,2.0,1.0,12.0,16.0,2.0,0.252,2024
186.0,Willy Adames,MIL,161.0,610.0,688.0,153.0,88.0,33.0,0.0,32.0,93.0,112.0,74.0,3.0,173.0,1.0,3.0,0.0,12.0,21.0,4.0,0.251,2024
187.0,Jake Cave,COL,123.0,323.0,346.0,81.0,53.0,16.0,5.0,7.0,42.0,37.0,18.0,1.0,98.0,1.0,3.0,1.0,6.0,5.0,2.0,0.251,2024
188.0,Ozzie Albies,ATL,99.0,399.0,435.0,100.0,60.0,29.0,1.0,10.0,52.0,53.0,27.0,0.0,65.0,5.0,4.0,0.0,6.0,8.0,1.0,0.251,2024
189.0,Gavin Lux,LAD,139.0,439.0,487.0,110.0,74.0,24.0,2.0,10.0,59.0,50.0,44.0,0.0,110.0,2.0,2.0,0.0,8.0,5.0,2.0,0.251,2024
190.0,Christian Walker,ARI,130.0,479.0,552.0,120.0,68.0,26.0,0.0,26.0,72.0,84.0,55.0,4.0,133.0,10.0,8.0,0.0,12.0,2.0,2.0,0.251,2024
191.0,Nolan Schanuel,LAA,147.0,519.0,607.0,130.0,98.0,19.0,0.0,13.0,62.0,54.0,68.0,0.0,103.0,9.0,7.0,3.0,14.0,10.0,1.0,0.25,2024
192.0,Jake Burger,MIA,137.0,535.0,579.0,134.0,81.0,23.0,1.0,29.0,68.0,76.0,31.0,2.0,150.0,9.0,4.0,0.0,11.0,1.0,1.0,0.25,2024
193.0,Adley Rutschman,BAL,148.0,571.0,638.0,143.0,102.0,21.0,1.0,19.0,68.0,79.0,58.0,3.0,103.0,2.0,7.0,0.0,9.0,1.0,0.0,0.25,2024
194.0,Gio Urshela,- - -,128.0,432.0,461.0,108.0,79.0,19.0,1.0,9.0,34.0,52.0,23.0,1.0,72.0,1.0,5.0,0.0,13.0,0.0,0.0,0.25,2024
195.0,Forrest Wall,- - -,16.0,32.0,35.0,8.0,8.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,3.0,0.25,2024
196.0,Chadwick Tromp,ATL,19.0,52.0,54.0,13.0,7.0,6.0,0.0,0.0,3.0,6.0,1.0,0.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.25,2024
197.0,Myles Straw,CLE,7.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,2024
198.0,David Fletcher,ATL,5.0,8.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,2024
199.0,Ronald Acuna Jr.,ATL,49.0,192.0,222.0,48.0,35.0,8.0,1.0,4.0,38.0,15.0,27.0,0.0,53.0,3.0,0.0,0.0,4.0,16.0,3.0,0.25,2024
200.0,Conner Capel,CIN,5.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,2024
201.0,Jose Devers,MIA,3.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2024
202.0,Cal Stevenson,PHI,18.0,24.0,27.0,6.0,3.0,3.0,0.0,0.0,2.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,2024
203.0,Eric Wagaman,LAA,18.0,72.0,74.0,18.0,11.0,5.0,0.0,2.0,6.0,10.0,2.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,2024
204.0,Cade Marlowe,SEA,8.0,8.0,9.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,2024
205.0,Jacob Wilson,OAK,28.0,92.0,103.0,23.0,19.0,2.0,2.0,0.0,11.0,3.0,8.0,0.0,10.0,1.0,1.0,1.0,4.0,0.0,0.0,0.25,2024
206.0,Zach Neto,LAA,155.0,542.0,602.0,135.0,77.0,34.0,1.0,23.0,70.0,77.0,39.0,1.0,140.0,16.0,1.0,4.0,14.0,30.0,10.0,0.249,2024
207.0,Josh Bell,- - -,145.0,538.0,603.0,134.0,90.0,23.0,2.0,19.0,62.0,71.0,51.0,1.0,120.0,6.0,3.0,0.0,22.0,0.0,1.0,0.249,2024
208.0,Brandon Marsh,PHI,135.0,418.0,476.0,104.0,68.0,17.0,3.0,16.0,55.0,60.0,50.0,0.0,154.0,2.0,5.0,1.0,2.0,19.0,3.0,0.249,2024
209.0,Junior Caminero,TBR,43.0,165.0,177.0,41.0,25.0,9.0,1.0,6.0,15.0,18.0,11.0,2.0,38.0,1.0,0.0,0.0,2.0,2.0,0.0,0.248,2024
210.0,Mike Tauchman,CHC,109.0,298.0,350.0,74.0,54.0,12.0,1.0,7.0,50.0,29.0,47.0,0.0,70.0,4.0,1.0,0.0,7.0,6.0,2.0,0.248,2024
211.0,David Hamilton,BOS,98.0,294.0,317.0,73.0,47.0,17.0,1.0,8.0,47.0,28.0,22.0,0.0,80.0,1.0,0.0,0.0,1.0,33.0,4.0,0.248,2024
212.0,Andy Pages,LAD,116.0,403.0,443.0,100.0,63.0,23.0,1.0,13.0,65.0,46.0,29.0,0.0,108.0,6.0,4.0,0.0,8.0,1.0,2.0,0.248,2024
213.0,Michael Busch,CHC,152.0,496.0,567.0,123.0,72.0,28.0,2.0,21.0,73.0,65.0,63.0,1.0,162.0,4.0,4.0,0.0,9.0,2.0,1.0,0.248,2024
214.0,Will Smith,LAD,128.0,476.0,544.0,118.0,72.0,24.0,2.0,20.0,77.0,75.0,51.0,6.0,105.0,9.0,8.0,0.0,8.0,1.0,1.0,0.248,2024
215.0,Kyle Schwarber,PHI,150.0,573.0,692.0,142.0,82.0,22.0,0.0,38.0,110.0,104.0,106.0,4.0,197.0,5.0,8.0,0.0,6.0,5.0,3.0,0.248,2024
216.0,Jerar Encarnacion,SFG,35.0,113.0,119.0,28.0,18.0,5.0,0.0,5.0,13.0,19.0,5.0,0.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,0.248,2024
217.0,Tommy Pham,- - -,116.0,440.0,478.0,109.0,77.0,20.0,3.0,9.0,49.0,39.0,35.0,0.0,106.0,2.0,1.0,0.0,5.0,7.0,3.0,0.248,2024
218.0,Jonathan India,CIN,151.0,533.0,637.0,132.0,87.0,28.0,2.0,15.0,84.0,58.0,80.0,0.0,125.0,15.0,7.0,2.0,16.0,13.0,2.0,0.248,2024
219.0,Tyrone Taylor,NYM,130.0,319.0,345.0,79.0,47.0,22.0,3.0,7.0,47.0,35.0,19.0,1.0,80.0,5.0,1.0,1.0,4.0,11.0,2.0,0.248,2024
220.0,Oswaldo Cabrera,NYY,109.0,299.0,326.0,74.0,55.0,11.0,0.0,8.0,47.0,36.0,21.0,0.0,63.0,1.0,3.0,2.0,6.0,4.0,2.0,0.247,2024
221.0,Willi Castro,MIN,158.0,558.0,635.0,138.0,90.0,31.0,5.0,12.0,89.0,60.0,51.0,0.0,150.0,21.0,4.0,1.0,8.0,14.0,9.0,0.247,2024
222.0,Blaze Alexander,ARI,61.0,166.0,185.0,41.0,31.0,7.0,0.0,3.0,19.0,21.0,15.0,0.0,49.0,3.0,0.0,1.0,1.0,3.0,1.0,0.247,2024
223.0,Matt Chapman,SFG,154.0,575.0,647.0,142.0,74.0,39.0,2.0,27.0,98.0,78.0,64.0,3.0,158.0,6.0,2.0,0.0,13.0,15.0,2.0,0.247,2024
224.0,Ben Gamel,- - -,38.0,81.0,99.0,20.0,15.0,4.0,0.0,1.0,22.0,4.0,18.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.247,2024
225.0,Matt Olson,ATL,162.0,600.0,685.0,148.0,81.0,37.0,1.0,29.0,78.0,98.0,71.0,5.0,170.0,9.0,5.0,0.0,15.0,0.0,0.0,0.247,2024
226.0,Santiago Espinal,CIN,118.0,357.0,391.0,88.0,67.0,12.0,0.0,9.0,32.0,45.0,24.0,1.0,54.0,2.0,4.0,4.0,7.0,11.0,1.0,0.246,2024
227.0,Ildemaro Vargas,WSN,97.0,272.0,303.0,67.0,50.0,16.0,0.0,1.0,21.0,30.0,19.0,0.0,31.0,2.0,5.0,5.0,9.0,9.0,4.0,0.246,2024
228.0,Ceddanne Rafaela,BOS,152.0,544.0,571.0,134.0,91.0,23.0,5.0,15.0,70.0,75.0,15.0,1.0,151.0,7.0,3.0,2.0,8.0,19.0,10.0,0.246,2024
229.0,Ezequiel Duran,TEX,92.0,268.0,285.0,66.0,52.0,11.0,0.0,3.0,26.0,20.0,14.0,0.0,63.0,2.0,1.0,0.0,6.0,1.0,2.0,0.246,2024
230.0,Taylor Ward,LAA,156.0,585.0,663.0,144.0,91.0,26.0,2.0,25.0,73.0,75.0,63.0,0.0,163.0,7.0,8.0,0.0,11.0,6.0,4.0,0.246,2024
231.0,Nasim Nunez,WSN,51.0,61.0,78.0,15.0,14.0,1.0,0.0,0.0,14.0,1.0,12.0,0.0,15.0,0.0,0.0,5.0,1.0,8.0,2.0,0.246,2024
232.0,Jonatan Clase,- - -,26.0,61.0,66.0,15.0,12.0,2.0,0.0,1.0,7.0,5.0,3.0,0.0,17.0,2.0,0.0,0.0,1.0,3.0,1.0,0.246,2024
233.0,CJ Abrams,WSN,138.0,541.0,602.0,133.0,78.0,29.0,6.0,20.0,79.0,65.0,40.0,3.0,128.0,16.0,4.0,1.0,4.0,31.0,12.0,0.246,2024
234.0,Drew Millas,WSN,20.0,57.0,62.0,14.0,12.0,1.0,0.0,1.0,7.0,1.0,5.0,0.0,16.0,0.0,0.0,0.0,1.0,4.0,0.0,0.246,2024
235.0,Andrew Vaughn,CHW,149.0,570.0,619.0,140.0,90.0,30.0,1.0,19.0,55.0,70.0,38.0,0.0,132.0,6.0,5.0,0.0,13.0,2.0,0.0,0.246,2024
236.0,Paul Goldschmidt,STL,154.0,599.0,654.0,147.0,91.0,33.0,1.0,22.0,70.0,65.0,47.0,2.0,173.0,2.0,2.0,0.0,20.0,11.0,0.0,0.245,2024
237.0,Eguy Rosario,SDP,30.0,53.0,57.0,13.0,4.0,6.0,0.0,3.0,5.0,6.0,2.0,0.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.245,2024
238.0,Bryson Stott,PHI,148.0,506.0,571.0,124.0,92.0,19.0,2.0,11.0,65.0,57.0,53.0,1.0,93.0,3.0,9.0,0.0,9.0,32.0,3.0,0.245,2024
239.0,Willie Calhoun,LAA,68.0,229.0,254.0,56.0,35.0,16.0,0.0,5.0,26.0,20.0,23.0,1.0,31.0,1.0,1.0,0.0,5.0,0.0,1.0,0.245,2024
240.0,Parker Meadows,DET,82.0,270.0,298.0,66.0,39.0,12.0,6.0,9.0,39.0,28.0,25.0,0.0,76.0,1.0,1.0,1.0,0.0,9.0,4.0,0.244,2024
241.0,Logan O'Hoppe,LAA,136.0,479.0,522.0,117.0,79.0,17.0,1.0,20.0,64.0,56.0,33.0,0.0,155.0,8.0,1.0,1.0,7.0,2.0,3.0,0.244,2024
242.0,Lars Nootbaar,STL,109.0,348.0,405.0,85.0,52.0,18.0,3.0,12.0,39.0,45.0,52.0,2.0,79.0,1.0,3.0,1.0,10.0,7.0,3.0,0.244,2024
243.0,Brandon Lowe,TBR,107.0,385.0,425.0,94.0,51.0,19.0,3.0,21.0,56.0,58.0,33.0,2.0,112.0,5.0,2.0,0.0,7.0,5.0,1.0,0.244,2024
244.0,Josh Naylor,CLE,152.0,563.0,633.0,137.0,79.0,27.0,0.0,31.0,84.0,108.0,58.0,7.0,105.0,7.0,4.0,0.0,17.0,6.0,2.0,0.243,2024
245.0,Anthony Volpe,NYY,160.0,637.0,689.0,155.0,109.0,27.0,7.0,12.0,90.0,60.0,42.0,1.0,156.0,4.0,3.0,2.0,9.0,28.0,7.0,0.243,2024
246.0,Armando Alvarez,OAK,16.0,37.0,39.0,9.0,8.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.243,2024
247.0,JJ Bleday,OAK,159.0,572.0,642.0,139.0,72.0,43.0,4.0,20.0,74.0,60.0,67.0,2.0,125.0,2.0,0.0,1.0,8.0,2.0,3.0,0.243,2024
248.0,Rowdy Tellez,PIT,132.0,383.0,421.0,93.0,62.0,18.0,0.0,13.0,38.0,56.0,31.0,0.0,89.0,2.0,5.0,0.0,12.0,1.0,0.0,0.243,2024
249.0,Johan Rojas,PHI,120.0,338.0,363.0,82.0,64.0,12.0,3.0,3.0,47.0,32.0,13.0,0.0,69.0,4.0,0.0,8.0,7.0,25.0,4.0,0.243,2024
250.0,Luke Raley,SEA,137.0,404.0,455.0,98.0,55.0,19.0,2.0,22.0,58.0,58.0,27.0,0.0,135.0,20.0,2.0,2.0,2.0,11.0,2.0,0.243,2024
251.0,Ian Happ,CHC,153.0,569.0,657.0,138.0,77.0,34.0,2.0,25.0,89.0,86.0,80.0,1.0,168.0,6.0,2.0,0.0,7.0,13.0,2.0,0.243,2024
252.0,Colton Cowser,BAL,153.0,499.0,561.0,121.0,70.0,24.0,3.0,24.0,77.0,69.0,52.0,2.0,172.0,7.0,3.0,0.0,9.0,9.0,4.0,0.242,2024
253.0,Zach Remillard,CHW,15.0,33.0,39.0,8.0,6.0,1.0,1.0,0.0,3.0,1.0,5.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.242,2024
254.0,Zach Dezenzo,HOU,19.0,62.0,65.0,15.0,11.0,2.0,0.0,2.0,5.0,8.0,3.0,0.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.242,2024
255.0,Mark Canha,- - -,125.0,393.0,462.0,95.0,68.0,20.0,0.0,7.0,46.0,42.0,51.0,2.0,96.0,13.0,5.0,0.0,10.0,7.0,0.0,0.242,2024
256.0,Wenceel Perez,DET,112.0,389.0,425.0,94.0,63.0,16.0,6.0,9.0,51.0,37.0,32.0,0.0,92.0,1.0,1.0,2.0,5.0,9.0,5.0,0.242,2024
257.0,Ryan McMahon,COL,153.0,567.0,645.0,137.0,89.0,28.0,0.0,20.0,68.0,65.0,69.0,4.0,185.0,3.0,4.0,0.0,9.0,4.0,6.0,0.242,2024
258.0,Dansby Swanson,CHC,149.0,534.0,593.0,129.0,84.0,27.0,2.0,16.0,82.0,66.0,54.0,2.0,144.0,2.0,3.0,0.0,7.0,19.0,3.0,0.242,2024
259.0,Jorge Soler,- - -,142.0,493.0,574.0,119.0,63.0,34.0,1.0,21.0,84.0,64.0,68.0,0.0,141.0,6.0,4.0,0.0,9.0,1.0,0.0,0.241,2024
260.0,Nicky Lopez,CHW,124.0,398.0,445.0,96.0,80.0,12.0,3.0,1.0,40.0,21.0,37.0,0.0,67.0,4.0,0.0,6.0,3.0,5.0,7.0,0.241,2024
261.0,Andy Ibanez,DET,99.0,224.0,244.0,54.0,39.0,9.0,1.0,5.0,30.0,32.0,15.0,0.0,63.0,3.0,2.0,0.0,2.0,2.0,3.0,0.241,2024
262.0,Jake Cronenworth,SDP,155.0,577.0,656.0,139.0,90.0,29.0,3.0,17.0,72.0,83.0,61.0,0.0,118.0,11.0,3.0,1.0,19.0,5.0,2.0,0.241,2024
263.0,Tyler O'Neill,BOS,113.0,411.0,473.0,99.0,50.0,18.0,0.0,31.0,74.0,61.0,53.0,5.0,159.0,7.0,2.0,0.0,13.0,4.0,0.0,0.241,2024
264.0,Josh Lowe,TBR,106.0,353.0,387.0,85.0,54.0,19.0,2.0,10.0,37.0,34.0,32.0,4.0,123.0,0.0,2.0,0.0,2.0,25.0,1.0,0.241,2024
265.0,Derek Hill,- - -,53.0,162.0,172.0,39.0,26.0,4.0,2.0,7.0,19.0,25.0,5.0,0.0,56.0,2.0,1.0,2.0,2.0,6.0,2.0,0.241,2024
266.0,Yuli Gurriel,KCR,18.0,54.0,65.0,13.0,10.0,3.0,0.0,0.0,7.0,6.0,9.0,0.0,15.0,0.0,2.0,0.0,1.0,1.0,0.0,0.241,2024
267.0,Triston Casas,BOS,63.0,212.0,243.0,51.0,30.0,8.0,0.0,13.0,28.0,32.0,30.0,4.0,77.0,1.0,0.0,0.0,6.0,0.0,1.0,0.241,2024
268.0,Jace Jung,DET,34.0,79.0,94.0,19.0,14.0,5.0,0.0,0.0,14.0,3.0,15.0,0.0,29.0,0.0,0.0,0.0,3.0,0.0,1.0,0.241,2024
269.0,Abraham Toro,OAK,94.0,337.0,364.0,81.0,57.0,17.0,1.0,6.0,34.0,26.0,20.0,1.0,62.0,5.0,0.0,2.0,4.0,4.0,2.0,0.24,2024
270.0,Blake Perkins,MIL,121.0,383.0,434.0,92.0,71.0,13.0,2.0,6.0,54.0,43.0,42.0,1.0,108.0,3.0,6.0,0.0,3.0,23.0,5.0,0.24,2024
271.0,Pete Alonso,NYM,162.0,608.0,695.0,146.0,81.0,31.0,0.0,34.0,91.0,88.0,70.0,4.0,172.0,13.0,4.0,0.0,14.0,3.0,0.0,0.24,2024
272.0,Avisail Garcia,MIA,18.0,50.0,51.0,12.0,9.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.24,2024
273.0,Sam Hilliard,COL,58.0,138.0,158.0,33.0,17.0,5.0,1.0,10.0,26.0,27.0,14.0,1.0,56.0,0.0,2.0,4.0,3.0,5.0,2.0,0.239,2024
274.0,Gustavo Campero,LAA,13.0,46.0,48.0,11.0,9.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,0.239,2024
275.0,Joey Ortiz,MIL,142.0,440.0,511.0,105.0,63.0,25.0,6.0,11.0,58.0,60.0,56.0,0.0,103.0,6.0,6.0,3.0,10.0,11.0,6.0,0.239,2024
276.0,Carson Kelly,- - -,91.0,281.0,313.0,67.0,48.0,9.0,1.0,9.0,32.0,37.0,25.0,0.0,55.0,6.0,1.0,0.0,6.0,0.0,0.0,0.238,2024
277.0,Jeff McNeil,NYM,129.0,424.0,472.0,101.0,63.0,26.0,0.0,12.0,57.0,44.0,35.0,1.0,68.0,9.0,3.0,1.0,6.0,5.0,1.0,0.238,2024
278.0,Manuel Margot,MIN,129.0,315.0,343.0,75.0,53.0,17.0,1.0,4.0,37.0,31.0,21.0,0.0,54.0,3.0,3.0,1.0,10.0,5.0,0.0,0.238,2024
