#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,Year
57.0,Andre Lipcius,DET,13.0,35.0,38.0,10.0,8.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.286,2023
58.0,Seiya Suzuki,CHC,138.0,515.0,583.0,147.0,90.0,31.0,6.0,20.0,75.0,74.0,59.0,3.0,130.0,2.0,7.0,0.0,8.0,6.0,7.0,0.285,2023
59.0,Xander Bogaerts,SDP,155.0,596.0,665.0,170.0,118.0,31.0,2.0,19.0,83.0,58.0,56.0,0.0,110.0,7.0,6.0,0.0,21.0,19.0,2.0,0.285,2023
60.0,Corbin Carroll,ARI,155.0,565.0,645.0,161.0,96.0,30.0,10.0,25.0,116.0,76.0,57.0,1.0,125.0,13.0,4.0,6.0,7.0,54.0,5.0,0.285,2023
61.0,Gabriel Moreno,ARI,111.0,341.0,380.0,97.0,70.0,19.0,1.0,7.0,33.0,50.0,29.0,0.0,75.0,3.0,7.0,0.0,17.0,6.0,2.0,0.284,2023
62.0,Brendan Donovan,STL,95.0,327.0,371.0,93.0,71.0,10.0,1.0,11.0,48.0,34.0,33.0,2.0,53.0,9.0,1.0,1.0,4.0,5.0,1.0,0.284,2023
63.0,Kyle Tucker,HOU,157.0,574.0,674.0,163.0,92.0,37.0,5.0,29.0,97.0,112.0,80.0,9.0,92.0,3.0,10.0,0.0,11.0,30.0,5.0,0.284,2023
64.0,Wilmer Flores,SFG,126.0,405.0,454.0,115.0,70.0,22.0,0.0,23.0,51.0,60.0,41.0,1.0,63.0,5.0,3.0,0.0,13.0,0.0,0.0,0.284,2023
65.0,Matt Olson,ATL,162.0,608.0,720.0,172.0,88.0,27.0,3.0,54.0,127.0,139.0,104.0,8.0,167.0,4.0,4.0,0.0,13.0,1.0,0.0,0.283,2023
66.0,Nico Hoerner,CHC,150.0,619.0,688.0,175.0,135.0,27.0,4.0,9.0,98.0,68.0,49.0,0.0,83.0,14.0,5.0,1.0,12.0,43.0,7.0,0.283,2023
67.0,Donovan Solano,MIN,134.0,394.0,450.0,111.0,79.0,26.0,1.0,5.0,43.0,38.0,40.0,1.0,100.0,15.0,1.0,0.0,8.0,0.0,0.0,0.282,2023
68.0,Yainer Diaz,HOU,104.0,355.0,377.0,100.0,55.0,22.0,0.0,23.0,51.0,60.0,11.0,0.0,74.0,5.0,6.0,0.0,12.0,0.0,0.0,0.282,2023
69.0,Jose Ramirez,CLE,156.0,611.0,691.0,172.0,107.0,36.0,5.0,24.0,87.0,80.0,73.0,22.0,73.0,1.0,6.0,0.0,8.0,28.0,6.0,0.282,2023
70.0,Austin Riley,ATL,159.0,636.0,715.0,179.0,107.0,32.0,3.0,37.0,117.0,97.0,59.0,4.0,172.0,9.0,11.0,0.0,18.0,3.0,1.0,0.281,2023
71.0,Freddy Fermin,KCR,70.0,217.0,235.0,61.0,41.0,10.0,1.0,9.0,26.0,32.0,13.0,0.0,50.0,1.0,3.0,1.0,11.0,0.0,0.0,0.281,2023
72.0,Wander Franco,TBR,112.0,442.0,491.0,124.0,78.0,23.0,6.0,17.0,65.0,58.0,42.0,3.0,69.0,3.0,4.0,0.0,18.0,30.0,10.0,0.281,2023
73.0,Bryson Stott,PHI,151.0,585.0,640.0,164.0,115.0,32.0,2.0,15.0,78.0,62.0,39.0,1.0,100.0,7.0,8.0,1.0,10.0,31.0,3.0,0.28,2023
74.0,Ozzie Albies,ATL,148.0,596.0,660.0,167.0,99.0,30.0,5.0,33.0,96.0,109.0,46.0,2.0,107.0,8.0,8.0,0.0,9.0,13.0,1.0,0.28,2023
75.0,Vaughn Grissom,ATL,23.0,75.0,80.0,21.0,17.0,3.0,1.0,0.0,5.0,9.0,2.0,0.0,15.0,2.0,1.0,0.0,2.0,0.0,1.0,0.28,2023
76.0,Mickey Moniak,LAA,85.0,311.0,323.0,87.0,50.0,21.0,2.0,14.0,35.0,45.0,9.0,1.0,113.0,3.0,0.0,0.0,4.0,6.0,3.0,0.28,2023
77.0,TJ Friedl,CIN,138.0,488.0,556.0,136.0,88.0,22.0,8.0,18.0,73.0,66.0,47.0,1.0,90.0,10.0,3.0,8.0,0.0,27.0,6.0,0.279,2023
78.0,Charlie Blackmon,COL,96.0,359.0,413.0,100.0,63.0,24.0,5.0,8.0,57.0,40.0,39.0,0.0,55.0,11.0,4.0,0.0,6.0,4.0,1.0,0.279,2023
79.0,Mauricio Dubon,HOU,132.0,467.0,492.0,130.0,91.0,26.0,3.0,10.0,76.0,46.0,19.0,0.0,70.0,3.0,3.0,0.0,10.0,7.0,2.0,0.278,2023
80.0,Christian Yelich,MIL,144.0,550.0,632.0,153.0,99.0,34.0,1.0,19.0,106.0,76.0,78.0,7.0,140.0,3.0,1.0,0.0,15.0,28.0,3.0,0.278,2023
81.0,Michael Brantley,HOU,15.0,54.0,57.0,15.0,11.0,2.0,0.0,2.0,7.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.278,2023
82.0,Kerry Carpenter,DET,118.0,418.0,459.0,116.0,77.0,17.0,2.0,20.0,57.0,64.0,32.0,3.0,115.0,8.0,1.0,0.0,5.0,6.0,0.0,0.278,2023
83.0,Brandon Marsh,PHI,133.0,404.0,472.0,112.0,69.0,25.0,6.0,12.0,58.0,60.0,59.0,2.0,144.0,4.0,4.0,1.0,4.0,10.0,2.0,0.277,2023
84.0,Adley Rutschman,BAL,154.0,588.0,687.0,163.0,111.0,31.0,1.0,20.0,84.0,80.0,92.0,6.0,101.0,2.0,5.0,0.0,14.0,1.0,2.0,0.277,2023
85.0,Ryan Jeffers,MIN,96.0,286.0,335.0,79.0,48.0,15.0,2.0,14.0,46.0,43.0,33.0,1.0,93.0,10.0,2.0,4.0,6.0,3.0,2.0,0.276,2023
86.0,Jordan Walker,STL,117.0,420.0,465.0,116.0,79.0,19.0,2.0,16.0,51.0,51.0,37.0,0.0,104.0,6.0,2.0,0.0,9.0,7.0,4.0,0.276,2023
87.0,Bobby Witt Jr.,KCR,158.0,641.0,694.0,177.0,108.0,28.0,11.0,30.0,97.0,96.0,40.0,1.0,121.0,4.0,8.0,1.0,11.0,49.0,15.0,0.276,2023
88.0,Marcus Semien,TEX,162.0,670.0,753.0,185.0,112.0,40.0,4.0,29.0,122.0,100.0,72.0,1.0,110.0,5.0,5.0,0.0,5.0,14.0,3.0,0.276,2023
89.0,Garrett Hampson,MIA,98.0,221.0,252.0,61.0,45.0,12.0,1.0,3.0,30.0,23.0,23.0,0.0,67.0,3.0,2.0,3.0,3.0,5.0,0.0,0.276,2023
90.0,Justin Turner,BOS,146.0,558.0,626.0,154.0,100.0,31.0,0.0,23.0,86.0,96.0,51.0,0.0,110.0,11.0,6.0,0.0,10.0,4.0,1.0,0.276,2023
91.0,Ketel Marte,ARI,150.0,569.0,650.0,157.0,97.0,26.0,9.0,25.0,94.0,82.0,71.0,2.0,109.0,5.0,5.0,0.0,16.0,8.0,2.0,0.276,2023
92.0,Davis Schneider,TOR,35.0,116.0,141.0,32.0,11.0,12.0,1.0,8.0,23.0,20.0,21.0,0.0,43.0,4.0,0.0,0.0,2.0,1.0,0.0,0.276,2023
93.0,Ezequiel Duran,TEX,122.0,406.0,439.0,112.0,74.0,22.0,2.0,14.0,55.0,46.0,23.0,1.0,120.0,7.0,2.0,1.0,7.0,8.0,4.0,0.276,2023
94.0,Will Benson,CIN,108.0,287.0,329.0,79.0,45.0,15.0,8.0,11.0,51.0,31.0,40.0,0.0,103.0,1.0,1.0,0.0,3.0,19.0,3.0,0.275,2023
95.0,Julio Rodriguez,SEA,155.0,654.0,714.0,180.0,109.0,37.0,2.0,32.0,102.0,103.0,47.0,6.0,175.0,11.0,2.0,0.0,14.0,37.0,10.0,0.275,2023
96.0,Nolan Schanuel,LAA,29.0,109.0,132.0,30.0,26.0,3.0,0.0,1.0,19.0,6.0,20.0,1.0,19.0,3.0,0.0,0.0,1.0,0.0,0.0,0.275,2023
97.0,Austin Hays,BAL,144.0,520.0,566.0,143.0,89.0,36.0,2.0,16.0,76.0,67.0,38.0,1.0,141.0,3.0,5.0,0.0,11.0,5.0,1.0,0.275,2023
98.0,Joey Meneses,WSN,154.0,611.0,657.0,168.0,118.0,36.0,1.0,13.0,71.0,89.0,38.0,0.0,130.0,5.0,3.0,0.0,15.0,0.0,0.0,0.275,2023
99.0,Juan Soto,SDP,162.0,568.0,708.0,156.0,88.0,32.0,1.0,35.0,97.0,109.0,132.0,11.0,129.0,2.0,5.0,1.0,18.0,12.0,5.0,0.275,2023
100.0,Alec Bohm,PHI,145.0,558.0,611.0,153.0,102.0,31.0,0.0,20.0,74.0,97.0,42.0,1.0,94.0,5.0,6.0,0.0,23.0,4.0,1.0,0.274,2023
101.0,Brandon Nimmo,NYM,152.0,592.0,682.0,162.0,102.0,30.0,6.0,24.0,89.0,68.0,74.0,0.0,146.0,11.0,4.0,1.0,6.0,3.0,3.0,0.274,2023
102.0,Marcell Ozuna,ATL,144.0,530.0,592.0,145.0,75.0,29.0,1.0,40.0,84.0,100.0,57.0,1.0,134.0,3.0,2.0,0.0,9.0,0.0,0.0,0.274,2023
103.0,Gleyber Torres,NYY,158.0,596.0,672.0,163.0,108.0,28.0,2.0,25.0,90.0,68.0,67.0,0.0,98.0,3.0,6.0,0.0,19.0,13.0,6.0,0.273,2023
104.0,Chas McCormick,HOU,115.0,403.0,457.0,110.0,69.0,17.0,2.0,22.0,59.0,70.0,40.0,0.0,117.0,11.0,2.0,1.0,3.0,19.0,6.0,0.273,2023
105.0,Riley Adams,WSN,44.0,143.0,158.0,39.0,20.0,13.0,2.0,4.0,8.0,21.0,11.0,0.0,45.0,2.0,1.0,1.0,5.0,0.0,0.0,0.273,2023
106.0,Whit Merrifield,TOR,145.0,547.0,592.0,149.0,111.0,27.0,0.0,11.0,66.0,67.0,36.0,2.0,101.0,3.0,6.0,0.0,15.0,26.0,10.0,0.272,2023
107.0,Eloy Jimenez,CHW,120.0,456.0,489.0,124.0,83.0,23.0,0.0,18.0,50.0,64.0,30.0,2.0,93.0,1.0,2.0,0.0,13.0,0.0,0.0,0.272,2023
108.0,Nick Castellanos,PHI,157.0,626.0,671.0,170.0,102.0,37.0,2.0,29.0,79.0,106.0,36.0,0.0,185.0,3.0,6.0,0.0,17.0,11.0,2.0,0.272,2023
109.0,Maikel Garcia,KCR,123.0,464.0,515.0,126.0,98.0,20.0,4.0,4.0,59.0,50.0,38.0,0.0,115.0,2.0,10.0,1.0,9.0,23.0,7.0,0.272,2023
110.0,Spencer Steer,CIN,156.0,582.0,665.0,158.0,95.0,37.0,3.0,23.0,74.0,86.0,68.0,0.0,139.0,11.0,4.0,0.0,9.0,15.0,3.0,0.271,2023
111.0,Ke'Bryan Hayes,PIT,124.0,494.0,525.0,134.0,81.0,31.0,7.0,15.0,65.0,61.0,28.0,1.0,104.0,0.0,3.0,0.0,11.0,10.0,6.0,0.271,2023
112.0,J.D. Martinez,LAD,113.0,432.0,479.0,117.0,55.0,27.0,2.0,33.0,61.0,103.0,34.0,1.0,149.0,2.0,9.0,0.0,11.0,1.0,0.0,0.271,2023
113.0,Thairo Estrada,SFG,120.0,495.0,530.0,134.0,92.0,26.0,2.0,14.0,63.0,49.0,22.0,1.0,120.0,11.0,2.0,0.0,10.0,23.0,7.0,0.271,2023
114.0,Rafael Devers,BOS,153.0,580.0,656.0,157.0,90.0,34.0,0.0,33.0,90.0,100.0,62.0,10.0,126.0,11.0,3.0,0.0,15.0,5.0,1.0,0.271,2023
115.0,Alex Kirilloff,MIN,88.0,281.0,319.0,76.0,50.0,14.0,1.0,11.0,35.0,41.0,28.0,1.0,80.0,7.0,3.0,0.0,2.0,1.0,0.0,0.27,2023
116.0,Mitch Garver,TEX,87.0,296.0,344.0,80.0,50.0,11.0,0.0,19.0,45.0,50.0,44.0,1.0,82.0,3.0,0.0,0.0,6.0,0.0,0.0,0.27,2023
117.0,Yonathan Daza,COL,24.0,74.0,80.0,20.0,14.0,6.0,0.0,0.0,8.0,7.0,3.0,0.0,13.0,1.0,1.0,1.0,5.0,1.0,0.0,0.27,2023
118.0,Austin Slater,SFG,89.0,185.0,207.0,50.0,36.0,9.0,0.0,5.0,24.0,20.0,20.0,0.0,58.0,2.0,0.0,0.0,2.0,2.0,2.0,0.27,2023
119.0,Christian Encarnacion-Strand,CIN,63.0,222.0,241.0,60.0,40.0,7.0,0.0,13.0,29.0,37.0,14.0,0.0,69.0,5.0,0.0,0.0,5.0,2.0,0.0,0.27,2023
120.0,Jeff McNeil,NYM,156.0,585.0,648.0,158.0,119.0,25.0,4.0,10.0,75.0,55.0,39.0,0.0,65.0,18.0,3.0,3.0,5.0,10.0,0.0,0.27,2023
121.0,Ryan Mountcastle,BAL,115.0,423.0,470.0,114.0,74.0,21.0,1.0,18.0,64.0,68.0,37.0,1.0,107.0,3.0,7.0,0.0,13.0,3.0,1.0,0.27,2023
122.0,Jason Heyward,LAD,124.0,334.0,377.0,90.0,52.0,23.0,0.0,15.0,56.0,40.0,34.0,1.0,64.0,3.0,3.0,0.0,7.0,2.0,2.0,0.269,2023
123.0,Stone Garrett,WSN,89.0,234.0,271.0,63.0,37.0,17.0,0.0,9.0,40.0,40.0,26.0,0.0,82.0,3.0,5.0,0.0,6.0,3.0,1.0,0.269,2023
124.0,Dane Myers,MIA,22.0,67.0,70.0,18.0,14.0,3.0,0.0,1.0,9.0,9.0,2.0,0.0,19.0,0.0,1.0,0.0,1.0,1.0,1.0,0.269,2023
125.0,Paul Goldschmidt,STL,154.0,593.0,687.0,159.0,103.0,31.0,0.0,25.0,89.0,80.0,87.0,6.0,161.0,3.0,3.0,0.0,12.0,11.0,2.0,0.268,2023
126.0,Steven Kwan,CLE,158.0,638.0,718.0,171.0,123.0,36.0,7.0,5.0,93.0,54.0,70.0,2.0,75.0,3.0,6.0,1.0,9.0,21.0,3.0,0.268,2023
127.0,Lane Thomas,WSN,157.0,628.0,682.0,168.0,101.0,36.0,3.0,28.0,101.0,86.0,36.0,0.0,176.0,11.0,7.0,0.0,5.0,20.0,5.0,0.268,2023
128.0,Elias Diaz,COL,141.0,486.0,526.0,130.0,90.0,25.0,1.0,14.0,48.0,72.0,34.0,0.0,118.0,2.0,4.0,0.0,12.0,1.0,0.0,0.267,2023
129.0,Reese McGuire,BOS,72.0,187.0,206.0,50.0,36.0,12.0,1.0,1.0,15.0,16.0,11.0,0.0,53.0,1.0,1.0,2.0,2.0,2.0,1.0,0.267,2023
130.0,Randal Grichuk,- - -,118.0,434.0,471.0,116.0,67.0,31.0,2.0,16.0,65.0,44.0,29.0,2.0,96.0,6.0,2.0,0.0,11.0,2.0,2.0,0.267,2023
131.0,Aaron Judge,NYY,106.0,367.0,458.0,98.0,45.0,16.0,0.0,37.0,79.0,75.0,88.0,9.0,130.0,0.0,3.0,0.0,5.0,3.0,1.0,0.267,2023
132.0,Yan Gomes,CHC,116.0,382.0,419.0,102.0,70.0,20.0,2.0,10.0,44.0,63.0,21.0,1.0,81.0,9.0,7.0,0.0,9.0,1.0,0.0,0.267,2023
133.0,Zack Gelof,OAK,69.0,270.0,300.0,72.0,37.0,20.0,1.0,14.0,40.0,32.0,26.0,1.0,82.0,3.0,1.0,0.0,5.0,14.0,2.0,0.267,2023
134.0,Luis Garcia Jr.,WSN,122.0,447.0,482.0,119.0,88.0,18.0,4.0,9.0,61.0,50.0,27.0,1.0,60.0,0.0,7.0,1.0,10.0,9.0,4.0,0.266,2023
135.0,Will Brennan,CLE,138.0,432.0,455.0,115.0,86.0,24.0,0.0,5.0,41.0,41.0,16.0,2.0,57.0,5.0,2.0,0.0,4.0,13.0,5.0,0.266,2023
136.0,Enmanuel Valdez,BOS,49.0,139.0,149.0,37.0,23.0,8.0,0.0,6.0,17.0,19.0,8.0,0.0,37.0,1.0,0.0,0.0,4.0,5.0,1.0,0.266,2023
137.0,Leody Taveras,TEX,143.0,511.0,554.0,136.0,88.0,31.0,3.0,14.0,67.0,67.0,35.0,0.0,117.0,1.0,4.0,3.0,3.0,14.0,4.0,0.266,2023
138.0,Nolan Arenado,STL,144.0,560.0,612.0,149.0,95.0,26.0,2.0,26.0,71.0,93.0,41.0,5.0,101.0,3.0,8.0,0.0,21.0,3.0,3.0,0.266,2023
139.0,Trea Turner,PHI,155.0,639.0,691.0,170.0,104.0,35.0,5.0,26.0,102.0,76.0,45.0,2.0,150.0,6.0,1.0,0.0,12.0,30.0,0.0,0.266,2023
