UID,PA,Name
sa3008185,252.0,Sean Guilbe
sa3008248,287.0,Michael Davis
sa3008251,284.0,Jax Biggers
sa3008267,490.0,Luken Baker
sa3008294,571.0,Brice Turang
sa3008306,528.0,Steele Walker
sa3008376,128.4,Trevor Larnach
sa3008377,131.4,Caleb Raleigh
sa3008479,468.0,Michael Stefanic
sa3008536,585.0,Steven Kwan
sa3008602,521.0,Victor Mesa
sa3009886,491.0,Zachary Ashford
sa3010332,498.0,Braden Shewmake
sa3010590,489.0,Bryant Packard
sa3010694,528.0,Riley Greene
sa3011226,353.6,Andrew Vaughn
sa3011468,180.6,Joshua Jung
sa3011642,137.8,Jeffrey Bleday
sa3011643,205.6,Adley Rutschman
sa3011918,413.0,Ha-seong Kim
sa3014504,64.3333333333,Spencer Torkelson
sa323152,334.0,Timothy Tebow
sa454764,345.0,Benjamin Gonzalez
sa492636,366.0,Martin Cervenka
sa502038,436.0,Anthony Garcia
sa503239,370.0,Peter Mooney
sa505526,398.0,Anderson Feliz
sa511026,28.0,Aderlin Rodriguez
sa526207,439.0,Levi Michael
sa546842,436.0,Jason Krizan
sa548029,431.0,Erick Salcedo
sa548175,378.0,Matthew Lipka
sa548189,280.0,Kellin Deglan
sa548430,247.0,Wynston Sawyer
sa548440,396.0,Henry Ramos
sa549144,428.0,Andrew Maggi
sa549286,442.0,Ryan Casteel
sa579381,338.0,Eduard Pinto
sa596287,451.0,Wilson Garcia
sa596560,362.0,Jesus Quiroz
sa597837,86.0,Mark Lowery
sa597958,453.0,Dillon Thomas
sa598270,428.0,Jack Lopez
sa600840,390.0,Jake Hager
sa601044,507.0,Christian Lopes
sa602429,443.0,Drew Weeks
sa603087,313.0,Hunter Cole
sa604598,480.0,Joey Meneses
sa657222,466.0,Ivan Castillo
sa657267,327.0,Jose Godoy
sa657323,392.0,Angel Aguilar
sa657456,174.0,Alberti Chavez
sa657479,494.0,Malquin Canelo
sa658013,249.0,Ronald Freeman
sa658158,463.0,Jacob Wilson
sa658195,324.0,Connor Lien
sa658211,159.0,Erick Castillo
sa658290,447.0,Wendell Eaves
sa658502,332.0,Ryan Ripken
sa658804,502.0,Jacob Robson
sa658813,493.0,Trent Giambrone
sa658828,371.0,Vance Vizcaino
sa658966,447.0,Michael White
sa658994,446.0,Tyler Krieger
sa659077,485.0,Zachary Remillard
sa659238,478.0,Elier Hernandez
sa735825,378.0,David Rodriguez
sa735839,509.0,Jose Azocar
sa735861,381.0,Rayder Ascanio
sa735866,455.0,Jhonny Pereda
sa736621,336.0,Johan Cruz
sa736690,139.6,Luis Barrera
sa736824,450.0,Ray-Patrick Didder
sa736845,22.0,Carlos Sanchez
sa736852,515.0,Aldrem Corredor
sa736917,439.0,Victor Acosta
sa736940,140.8,Jose Siri
sa736945,433.0,Michael Beltre
sa737017,442.0,Ibandel Isabel
sa737020,463.0,Luis Liberato
sa737614,480.0,Riley Unroe
sa737619,457.0,Gosuke Katoh
sa737626,425.0,Benjamin DeLuzio
sa737824,513.0,Jamie Westbrook
sa737904,397.0,Heath Quinn
sa737922,335.0,Xavier Fernandez
sa737941,434.0,Johneshwy Fargas
sa738152,473.0,Edwin Diaz
sa738204,475.0,Daniel Pinero
sa738262,311.0,Ryan Boldt
sa738300,386.0,Narciso Crook
sa738419,503.0,Stephen Wrenn
sa738445,453.0,Luis Aviles Jr.
sa738459,529.0,Cody Thomas
sa738505,322.0,Christopher Okey
sa738510,131.25,Corey Ray
sa738521,535.0,Charles Leblanc
sa738683,130.0,Michael Reed
sa738703,499.0,Jordan Cowan
sa738930,379.0,Taylor Snyder
sa738955,477.0,Jacob Heyward
sa738961,385.0,Caleb Hamilton
sa739013,337.0,Dominic Miroglio
sa739577,313.0,Julian Leon
sa747574,497.0,Johan Mieses
sa823925,560.0,Michael De Leon
sa826668,348.0,Rene Pinto
sa827167,117.25,Patrick Mazeika
sa827359,409.0,Eric Filia
sa827360,371.0,Taylor Gushue
sa827937,446.0,Alejandro Salazar
sa827960,462.0,Luis Carpio
sa827970,540.0,Manuel Geraldo
sa828299,504.0,Osvaldo Duarte
sa828304,527.0,Bryan De La Cruz
sa828313,241.0,Roldani Baldwin
sa828329,553.0,Manuel Melendez
sa828414,442.0,Andy Sugilio
sa828445,424.0,Yohel Pozo
sa828662,121.6,Nicholas Gordon
sa828682,544.0,Forrest Wall
sa828685,466.0,Henry Gatewood
sa828692,533.0,Michael Gettys
sa828703,109.2,Marcus Wilson
sa828708,388.0,Gareth Morgan
sa828796,374.0,Jakson Reetz
sa828871,137.5,Troy Stokes
sa828886,414.0,Jermaine Palacios
sa828961,476.0,Kevin Padlo
sa829010,345.0,Max George
sa829039,272.0,Michael James
sa829044,465.0,Trace Loehr
sa829048,430.0,Christopher Gittens
sa829058,336.0,James Ritchie
sa829062,306.0,Christopher Rabago
sa829082,498.0,Nicklaus Tanielu
sa829117,442.0,Gregory Garrett
sa829152,377.0,Brian O'Keefe
sa829190,118.8,Jason Vosler
sa829203,365.0,Michael Papierski
sa829375,118.6,Joshua Ockimey
sa829382,507.0,Kainoa Harrison
sa829401,364.0,William Toffey
sa829483,460.0,Dominique Thompson-Williams
sa829488,421.0,Joseph Matijevic
sa829529,469.0,Jeren Kendall
sa829534,481.0,Jodd Carter
sa829562,140.4,Joshua Palacios
sa829575,193.0,Salvatore Giardina
sa829667,170.0,Michael Rivera
sa829712,143.8,DJ Peters
sa829749,421.0,Riley Adams
sa829756,498.0,Tristan Gray
sa829783,485.0,Harris Brodey
sa829787,458.0,Andrew Bechtold
sa829797,129.8,Gavin Sheets
sa829805,437.0,Travis Jones
sa829813,500.0,Carl Chester
sa829822,111.8,Stuart Fairchild
sa829837,353.0,Scott Manea
sa829844,490.0,Riley Mahan
sa829857,513.0,Bryson Brigman
sa830277,391.0,Kungkuan Giljegiljaw
sa830295,292.0,Jose Herrera
sa830303,135.4,Micker Adolfo
sa830359,413.0,Andruw Monasterio
sa857219,393.0,Gavin Collins
sa857222,288.0,Jason Delay
sa857225,540.0,Ryan Howard
sa857231,326.0,Brian Serven
sa857730,520.0,Brennon Lund
sa857819,446.0,Errol Robinson
sa857820,125.5,Kramer Robertson
sa857840,254.0,Kyle Holder
sa858812,305.0,Arden Pabst
sa858829,463.0,Mitchell Tolman
sa872477,118.6,Elehuris Montero
sa872542,498.0,Leonardo Rivas
sa872722,147.2,Lucas Erceg
sa872732,459.0,Daniel Brito
sa872765,331.0,Omar Meregildo
sa872786,177.4,Vidal Brujan
sa872803,421.0,Sandro Fabian
sa873260,525.0,Tyler Ramirez
sa873268,488.0,Trenton Brooks
sa873282,540.0,Nathan Mondou
sa873287,127.6,Zachary Short
sa873674,129.4,Ronnie Dawson
sa873960,485.0,Ryan Noda
sa873978,109.6,Connor Wong
sa873982,501.0,Nicholas Banks
sa873984,182.6,Connor Chatham
sa873988,453.0,Camden Duzenack
sa873990,424.0,Vincent Fernandez
sa873997,432.0,Casey Golden
sa874101,449.0,Michael Paez
sa874178,445.0,Mitchell Longo
sa874235,494.0,Blake Tiberi
sa874241,465.0,Cornelius Randolph
sa874244,466.0,Garrett Whitley
sa874752,138.0,Tyler Nevin
sa874806,532.0,Blake Perkins
sa874987,519.0,Lucas Williams
sa875053,341.0,Kade Scivicque
sa875055,154.25,Ryan McKenna
sa875069,261.6,Blaze Tom
sa875089,466.0,Brendon Davis
sa875163,461.0,Moises Gomez
sa875201,323.0,Donny Sands
sa875340,385.0,Garrett Benge
sa875573,126.25,Patrick Higgins
sa875729,403.0,Chad De La Guerra
sa875753,452.0,James Nelson
sa875766,460.0,Andrew Ferguson
sa876024,349.0,Anthony Payne
sa876060,385.0,Griffin Conine
sa876146,439.0,Anthony Tolbert
sa876186,498.0,Nicholas Maton
sa876187,439.0,Jay Proctor
sa876320,522.0,Jeremy Pena
sa877497,498.0,Arquimedes Gamboa
sa877500,360.0,Rodolfo Duran
sa877504,388.0,Isranel Wilson
sa877505,401.0,Juan Yepez
sa881850,482.0,Ronaldo Hernandez
sa912848,354.0,Yusniel Diaz
sa913274,483.0,Corey Julks
sa914200,135.4,Lucius Fox
sa914201,51.0,Andy Ibanez
sa914242,128.6,Omar Estevez
sa914313,563.0,Gilberto Celestino
sa914314,445.0,Jeison Guzman
sa915593,341.0,Tyler Friis
sa915611,370.0,Brett Cumberland
sa915652,404.0,Sean Bouchard
sa915654,493.0,Donovan Casey
sa915673,562.0,Jeremy Vasquez
sa915698,525.0,Jacob Burger
sa915700,308.0,Michael Gigliotti
sa915706,400.0,Matthew McLaughlin
sa915707,467.0,Kevin Merrell
sa915732,131.5,Ernie Clement
sa915802,146.0,Taylor Walls
sa915819,409.0,Scott Hurst
sa915826,535.0,Brian Miller
sa915838,544.0,Cole Freeman
sa915847,477.0,Colton Shaver
sa915857,462.0,Tyler Frost
sa915864,112.2,Kevin Smith
sa915865,370.0,Deon Stafford
sa915868,330.0,Matthew Whatley
sa916954,544.0,Oswaldo Cabrera
sa917021,396.0,Sebastian Rivero
sa917030,420.0,Esteury Ruiz
sa917074,531.0,Pedro Castellanos
sa917140,552.0,Eguy Rosario
sa917182,426.0,Eduardo Diaz
sa917318,452.0,Oneil Cruz
sa917319,485.0,Carlos Rincon
sa917328,389.0,Starling Heredia
sa917352,500.0,Aramis Ademan
sa917354,465.0,Miguel Amaya
sa917362,430.0,Rodolfo Castro
sa917376,539.0,Simon Muzziotti
sa917669,387.0,Julio Rodriguez
sa917926,541.0,Joshua Lowe
sa917927,460.0,William Benson
sa917929,448.2,Alexander Kirilloff
sa917932,134.75,Blake Rutherford
sa917934,616.0,Joseph Rizzo
sa917935,424.0,Delvin Perez
sa917936,537.0,Hudson Potts
sa917941,150.2,Nolan Jones
sa917942,401.0,Benjamin Rortvedt
sa917943,263.8,Taylor Trammell
sa917944,321.5,Brandon Marsh
sa917952,558.0,Jose Miranda
sa917953,107.4,Akil Baddoo
sa917954,515.0,Mario Feliciano
sa917962,237.8,Colton Welker
sa917996,136.0,Khalil Lee
sa918012,494.0,Michael Capel
sa918019,471.0,Payton Henry
sa918028,371.0,Henri Lartigue
sa918048,116.8,Lucas Raley
sa918131,405.0,Tyler Neslony
sa918192,491.0,Samad Taylor
sa918203,454.0,Joshua Stephen
sa918257,474.0,Daniel Woodrow
sa918279,386.0,Braden Policelli
sa918293,538.0,Darick Hall
sa918318,458.0,Miles Mastrobuoni
sa918412,407.0,Cooper Hummel
sa918418,471.0,James Haley
sa918429,438.0,Timothy Kruger
sa918457,361.0,Taylor Kohlwey
sa918471,411.0,Charles Robinson
sa918523,450.0,Matthew Hearn
sa918597,437.0,Stephen Owen
sa918611,404.0,Chad Sedio
sa918641,396.0,Connor Myers
sa918694,487.0,Ben Ruta
sa918712,491.0,Ryan Aguilar
sa918769,145.6,Bret Boswell
sa918928,535.0,Jose Rojas
sa918963,519.0,Chavez Young
sa918978,246.0,Nicholas Yarnall
sa919320,143.5,Alexander De Goti
sa919532,436.0,Gabriel Maciel
sa920180,442.0,Jhailyn Ortiz
sa921577,310.0,Luis Santana
sa922180,276.0,Alfredo Rodriguez
sa923039,457.0,Jefrey Ramos
sa943754,493.0,Terry Friedl
sa943817,474.0,Jerar Encarnacion
sa969091,527.0,Lazaro Armenteros
sa975161,462.0,Yanio Perez
