UID,IP,Name
19826,54.6,Riley Smith
19848,52.675,Darwinzon Hernandez
19853,49.14,Michael King
19866,45.0,Brandon Bielak
19867,134.06,Griffin Canning
19871,38.6,Tucker Davidson
19876,57.175,Kevin Ginkel
19879,105.2,Tanner Houck
19884,80.66,Corbin Martin
19899,41.26,Clarke Schmidt
19903,33.25,Adonis Medina
19911,28.46,Jose Suarez
1994,47.54,Ivan Nova
19942,50.46,Ljay Newsome
19951,130.06,Ian Anderson
19959,143.86,Jesus Luzardo
19976,46.74,Tyson Miller
19979,154.34,Zach Plesac
19981,41.2333333333,Jeremy Walker
19990,64.2,Bryse Wilson
19995,21.3333333333,Joel Kuhnel
20020,34.25,John Schreiber
20023,29.66,Rico Garcia
20030,32.175,Phillip Diehl
20039,63.66,Adrian Morejon
20041,48.5,Ronald Bolanos
20042,27.15,Jesus Cruz
20080,26.2333333333,Mauricio Llovera
20099,126.2,Chris Paddack
20100,18.925,Michel Baez
20151,59.86,James Karinchak
20153,53.5,Nick Nelson
20160,121.2,Nate Pearson
20175,54.66,Ben Braymer
20186,49.675,Brendan McKay
20205,39.4333333333,Jeremy Beasley
20218,65.0,Yennsy Diaz
20276,107.14,Deivi Garcia
20302,128.94,David Peterson
20329,43.075,Andre Scrubb
20344,23.575,Blake Cederlind
2036,167.66,Clayton Kershaw
20367,58.54,Brusdar Graterol
20368,34.75,Ramon Rosso
20370,95.2,Bruce Zimmermann
20373,31.175,Andres Munoz
20379,36.675,Tyler Zuber
20383,42.925,Antonio Santos
20387,47.6,Anthony Kay
20395,66.6,Nick Margevicius
20418,102.14,Josh Fleming
20430,42.4333333333,Rony Garcia
20447,60.075,Enoli Paredes
20468,40.925,Huascar Ynoa
2047,1.0,Jorge De La Rosa
20492,110.0,Casey Mize
20515,46.75,Kyle Nelson
20589,32.4333333333,Edwar Colina
20631,27.175,Jordan Holloway
20632,23.0,Elvis Luciano
20633,151.66,Yusei Kikuchi
20643,16.0,Johan Quezada
20739,43.0,Humberto Mejia
2091,1.0,Francisco Rosario
21032,59.75,Emmanuel Clase
21087,35.675,Demarcus Evans
21111,70.06,Miguel Yajure
21170,31.5,Dany Jimenez
21183,23.2333333333,Humberto Castellanos
21189,19.325,Brooks Kriske
21205,55.175,Connor Brogdon
21281,21.675,Tommy Doyle
21333,10.575,Seth Romero
21455,121.74,Kris Bubic
2170,1.0,Chad Qualls
21844,66.2,Braxton Garrett
21896,29.825,Brailyn Marquez
2203,1.0,Ronald Belisario
22051,43.6,John King
22052,22.675,Aaron Fletcher
22267,119.6,Tarik Skubal
22286,106.0,Trevor Rogers
2233,141.74,Adam Wainwright
2237,1.0,Blaine Boyer
22449,32.3333333333,Nivaldo Rodriguez
22487,64.26,Johan Oviedo
22713,53.74,Carlos Hernandez
22815,74.6,Luis Patino
23252,78.2,Spencer Howard
23293,59.575,Codi Heuer
23735,52.0,Luis Garcia
23798,120.4,Randy Dobnak
2391,26.06,Hector Rondon
2412,1.0,Barry Enright
2429,143.54,Corey Kluber
24584,55.8,Jonathan Stiever
24591,28.5,Joey Gerber
25007,24.75,Alex Vesia
2520,183.26,Lance Lynn
25376,18.325,Nick Mears
25377,142.6,Brady Singer
25385,62.4,Drew Rasmussen
2608,39.8,Jhoulys Chacin
2660,18.5,Brett Cecil
2717,151.4,Rick Porcello
27458,156.0,Kwang-hyun Kim
27460,55.7666666667,Shun Yamaguchi
27463,35.6666666667,Garrett Crochet
2859,53.8,Ross Detwiler
2873,1.0,Santiago Casilla
2882,21.26,Luis Avilan
2895,21.35,Zach McAllister
2929,1.0,Jeff Locke
2951,1.0,Josh Ravin
305,1.0,Carlos Zambrano
3096,61.4,Kenley Jansen
3126,1.0,Luis Mendoza
3132,53.86,Tony Watson
3137,174.34,Max Scherzer
3164,18.65,Tim Collins
3184,119.0,David Price
3192,55.46,Will Harris
3196,1.0,Chris Young
3200,37.94,Ervin Santana
3201,19.75,Francisco Liriano
3220,1.0,Jean Machi
3237,39.46,T.J. McFarland
3240,58.6,Zack Britton
3243,1.0,Angel Castro
3254,121.14,Jeff Samardzija
3281,48.8,Joe Smith
3284,132.86,Anibal Sanchez
3292,57.0,Hector Noesi
3299,1.0,Chris Hatcher
3319,1.0,Arturo Lopez
3321,50.26,Darren O'Day
3340,1.0,Matt Garza
3374,1.0,Ubaldo Jimenez
3397,1.0,Jumbo Diaz
3507,1.0,Andre Rienzo
3542,148.0,Danny Duffy
3543,1.0,Clay Buchholz
3547,1.0,Carlos Frias
3548,67.14,Liam Hendriks
3551,50.35,Clayton Richard
3555,1.0,Tony Barnette
3599,25.0,Brian Schlitter
36,1.0,Xavier Cedeno
3656,1.0,Jim Johnson
3677,1.0,Logan Ondrusek
3685,1.0,J.D. Martin
375,1.0,Bartolo Colon
3777,1.0,Felipe Paulino
3815,1.0,Mat Latos
3830,1.0,Ricky Nolasco
3840,1.0,Zach Duke
3855,1.0,Brett Oberholtzer
3862,1.0,Rubby de la Rosa
3895,1.0,Enrique Burgos
3920,1.0,Frankie de la Cruz
3926,1.0,Casey Fien
3950,14.26,Matt Magill
3959,15.35,David Carpenter
3970,1.0,Edward Mujica
3990,17.26,Edinson Volquez
3993,19.35,Allen Webster
4001,1.0,Enny Romero
4004,1.0,Josh Outman
4020,59.575,Yusmeiro Petit
4026,39.35,Hector Santiago
404,1.0,CC Sabathia
4064,1.0,Brian Duensing
4070,33.26,Pedro Strop
4079,18.15,Junichi Tazawa
4080,1.0,Dan Runzler
4089,1.0,James Russell
4090,1.0,Luke Gregerson
4141,44.0,Derek Holland
4153,124.66,Jake Arrieta
4168,1.0,Edward Paredes
4185,62.06,Rafael Dolis
4235,1.0,Jered Weaver
4257,42.0,David Huff
4259,25.0,David Hernandez
4264,57.14,Mark Melancon
4279,1.0,Manny Parra
4300,1.0,Matt Albers
4301,54.2,Justin Wilson
4338,72.74,Tyler Chatwood
4363,1.0,Craig Breslow
4371,1.0,Jeremy Hellickson
4424,1.0,Jon Niese
4440,1.0,Michael Bowden
4505,81.86,Jordan Zimmermann
4538,1.0,Jason Hammel
4544,1.0,Chris Smith
4662,1.0,Brandon McCarthy
4676,159.14,Charlie Morton
4682,1.0,Pat Neshek
4696,18.14,Nate Jones
4697,1.0,Cesar Carrillo
4732,1.0,Matt Cain
4759,1.0,Jonathan Broxton
4772,92.34,Felix Hernandez
4776,120.46,Matt Shoemaker
4806,102.2,Rich Hill
4849,1.0,Joe Blanton
4858,1.0,Ryan Kelly
4869,56.6,Mike Montgomery
4878,1.0,Brandon Maurer
4891,1.0,Peter Moylan
4920,1.0,Joseph Colon
4930,136.46,Jon Lester
494,25.5,Fernando Rodney
4955,1.0,Justin De Fratus
4961,1.0,Mitch Talbot
4971,1.0,Fernando Salas
4972,111.8,Cole Hamels
4994,18.86,Fernando Abad
5003,60.0,Jake Diekman
5028,1.0,Bo Schultz
5057,1.0,Yohan Flande
5070,1.0,Josh Fields
5097,15.15,Anthony Gose
5106,1.0,Guillermo Moscoso
5114,53.34,Jeurys Familia
5157,1.0,Walter Silva
5172,20.15,Brandon Mann
5177,1.0,C.C. Lee
5200,1.0,Kelvin Marte
5203,1.0,Mike Pelfrey
521,1.0,Jason Grilli
5221,64.0,Wade LeBlanc
5224,40.6,Blake Parker
5257,1.0,Wilmer Font
5261,1.0,Casey Crosby
5279,1.0,Chris Tillman
5280,11.35,Esmerling Vasquez
5332,1.0,Atahualpa Severino
5350,1.0,Alex Sanabia
5358,33.94,Jose Alvarez
5362,1.0,Phillippe Aumont
5365,40.15,Manny Banuelos
5372,141.26,Michael Pineda
5401,33.2,Brad Peacock
5420,60.66,Pedro Baez
5448,28.6666666667,Jesse Chavez
5498,13.06,Arodys Vizcaino
5518,45.35,Tim Dillard
5524,164.0,Madison Bumgarner
5525,1.0,Boone Logan
5529,1.0,Maikel Cleto
5530,41.66,Nik Turley
5535,1.0,Phil Coke
559,1.0,Hector Ambriz
5615,57.26,Ryan Brasier
5640,51.34,Tyler Clippard
5669,1.0,Henderson Alvarez
5702,52.66,Junior Guerra
5722,1.0,Josh Lueke
5744,1.0,Jose De Paula
5746,1.0,Eric O'Flaherty
5766,1.0,Bruce Rondon
5830,1.0,Jhan Marinez
5843,1.0,Radhames Liz
5861,1.0,Jason Motte
5867,1.0,Danny Salazar
5903,1.0,Darin Downs
5980,1.0,Francisley Bueno
5985,1.0,Randall Delgado
6033,25.74,Kelvin Herrera
6175,1.0,Albert Suarez
6216,50.54,Dellin Betances
6238,1.0,Diego Moreno
6248,1.0,Aaron Laffey
6249,68.8,Trevor Cahill
6283,1.0,Scott Feldman
6316,54.6,David Phelps
6317,1.0,Esmil Rogers
6324,1.0,Al Alburquerque
6336,1.0,Ryan Feierabend
6345,130.74,Chris Archer
6397,143.54,Jake Odorizzi
6398,61.34,Trevor May
6399,58.74,Jose Cisnero
6435,1.0,Vance Worley
6475,1.0,Kevin Jepsen
6483,41.54,Steve Cishek
6499,30.0,Blaine Hardy
6562,145.86,Alex Cobb
6570,1.0,Tom Koehler
6576,17.8,Robert Stock
6577,1.0,Anthony Vasquez
6612,1.0,Marc Rzepczynski
6627,28.25,Brad Brach
6632,165.94,Carlos Carrasco
6655,56.14,Craig Kimbrel
6661,62.34,Alex Colome
6688,1.0,Francisco Rodriguez
6697,1.0,Miguel Socolovich
6785,57.6,Andrew Miller
6797,117.8,Julio Teheran
6819,1.0,Robbie Ross Jr.
6832,22.15,Sam Freeman
6893,150.26,Johnny Cueto
6895,91.2,Chase Anderson
6902,152.8,Martin Perez
6911,1.0,Eddie Gamboa
6941,59.34,Joakim Soria
6983,20.0,Drew Storen
6984,21.5,Luis Garcia
6986,41.26,Ian Kennedy
7005,60.74,Ryan Pressly
7024,1.0,Miguel Gonzalez
7059,1.0,James Shields
7108,21.0,Pat Venditte
7115,56.6,Daniel Bard
7146,58.14,Daniel Hudson
7175,1.0,Jonny Venters
7196,55.8,Greg Holland
7274,46.4,Craig Stammen
7293,1.0,Brad Ziegler
7303,29.85,Preston Guilmet
7312,1.0,Josh Collmenter
7385,18.74,Dan Otero
7396,1.0,Dillon Gee
7397,1.0,Zach Stewart
7407,24.54,Javy Guerra
7410,134.0,J.A. Happ
7411,25.35,Austin Adams
7422,1.0,Bradin Hagens
7432,16.75,Jay Jackson
7441,46.4,Wade Davis
7448,99.06,Gio Gonzalez
7450,1.0,Phil Hughes
7466,23.85,Anthony Swarzak
7501,1.0,Tommy Layne
7507,1.0,Jonathan Sanchez
7531,71.06,Collin McHugh
7550,55.26,Jake McGee
7555,22.6,Nick Vincent
7558,1.0,Fernando Rodriguez
7593,145.0,Jordan Lyles
7608,57.06,Tommy Milone
7624,1.0,Carlos Torres
7655,1.0,Wilfredo Boscan
7677,26.35,Neil Ramirez
7725,1.0,David Holmberg
7731,20.65,Juan Nicasio
7738,1.0,Wily Peralta
7754,137.4,Mike Fiers
7773,1.0,Shawn Kelley
7803,53.8,Richard Bleier
7836,18.0,Hunter Strickland
7841,15.5666666667,Jerry Blevins
7853,1.0,Andrew Albers
7872,61.8,Tyson Ross
7882,158.34,Josh Lindblom
7947,20.65,Cory Gearrin
7982,61.34,Anthony Bass
8004,31.94,Marcus Walden
8007,1.0,Jason Gurka
8044,1.0,Jason Vargas
8048,60.06,Will Smith
8073,1.0,Dan Jennings
8077,1.0,Stephen Fife
8110,26.8,Bryan Shaw
8137,1.0,Jaime Garcia
8173,1.0,Yovani Gallardo
8180,1.0,Kevin Siegrist
8185,56.34,Steven Wright
8223,130.4,Brett Anderson
8241,46.06,David Robertson
8245,1.0,J.P. Howell
8246,27.2333333333,Paolo Espino
8270,1.0,Casey Coleman
8280,1.0,Tony Sipp
8302,45.0,JC Ramirez
8337,25.5,Lucas Luetge
8350,13.35,AJ Ramos
8362,100.6,Homer Bailey
8410,24.65,Deolis Guerra
8421,1.0,Adam Wilk
8422,1.0,Erik Davis
8461,1.0,Michael Brady
8476,1.0,Jenrry Mejia
8490,1.0,Buddy Boshers
8493,1.0,John Lamb
8501,1.0,Danny Farquhar
8504,1.0,Jeff Beliveau
8505,12.5,Michael Kohn
8532,14.15,Rob Wooten
8536,1.0,Tyler Cloyd
8580,20.85,Justin Miller
8600,1.0,Dustin McGowan
8700,73.0,Justin Verlander
8725,1.0,Manny Acosta
8739,1.0,Daniel Schlereth
8742,1.0,Zack Segovia
8753,131.06,Tanner Roark
8779,133.0,Wade Miley
8782,85.14,Andrew Cashner
8823,26.6,Oliver Drake
8844,1.0,Antonio Bastardo
8846,1.0,Arcenio Leon
8851,1.0,Brandon Beachy
8855,14.0,Ryan Cook
8992,1.0,Arquimedes Caminero
9013,61.86,Cesar Valdez
9029,22.425,Adam Warren
9033,1.0,Jeanmar Gomez
9037,1.0,J.J. Hoover
9059,1.0,John Axford
9069,1.0,Jeremy Bleich
9073,56.06,Kirby Yates
9111,63.66,Brad Hand
9119,1.0,Gregory Infante
9121,1.0,T.J. House
9132,135.4,Nathan Eovaldi
9149,48.5,Tim Melville
9174,1.0,Casey Kelly
9178,38.85,Kyle Lobstein
9227,1.0,Koji Uehara
9239,25.35,Alex Wilson
9243,1.0,Simon Castro
9266,1.0,Daniel Corcino
9286,1.0,Rob Scahill
9309,1.0,Buddy Baumann
9323,183.66,Patrick Corbin
9325,29.65,Jared Hughes
9346,14.675,Brandon Morrow
9388,55.06,Josh Tomlin
9417,1.0,Kris Medlen
9419,11.65,Zac Rosscup
9425,1.0,Doug Fister
9434,174.06,Dallas Keuchel
9456,26.14,Ryan Buchter
9460,1.0,Dan Straily
9486,1.0,George Kontos
9490,61.46,Jeremy Jeffress
9492,23.6,Bud Norris
9559,34.0,Austin Bibens-Dirkx
9646,23.35,Brian Moran
9654,1.0,Michael Blazek
9674,1.0,Vidal Nuno
9683,1.0,Mike Zagurski
9720,1.0,Louis Coleman
9756,50.8,David Hale
9761,49.8,Joe Kelly
978,1.0,Bronson Arroyo
9784,116.26,Garrett Richards
9794,11.325,Rex Brothers
9803,135.6,Miles Mikolas
9812,1.0,Murphy Smith
9817,57.94,Sergio Romo
9832,1.0,Carlos Fisher
9866,29.94,Chaz Roe
9884,1.0,Travis Wood
9894,1.0,Mike Broadway
9895,1.0,Chris Rusin
99,1.0,Zach Phillips
9901,27.35,Chris Volstad
9939,56.8,Brandon Kintzler
9948,1.0,Mike Dunn
9975,1.0,Tom Wilhelmsen
sa1052944,1.0,Justin Lasko
sa1054042,1.0,Tyler Baum
sa1054455,1.0,Gregory Veliz
sa1055560,1.0,Jake Lyons
sa1115745,1.0,Anthony Veneziano
sa1115767,1.0,Dylan Thomas
sa1115967,1.0,John Doxakis
sa1116003,1.0,Fredrick DeVito
sa1119979,1.0,Benjamin Gross
sa1120125,1.0,Alexander Anderson
sa1159891,1.0,Corey Gaconi
sa1159925,1.0,Easton Lucas
sa1159950,1.0,Alec Marsh
sa1169632,1.0,Timothy Elliott
sa1169765,1.0,Karan Patel
sa1169852,1.0,Nathan Pawelczyk
sa1169870,1.0,Chad Sykes
sa1169991,1.0,Adam Leverett
sa1170086,1.0,Tyler Garbee
sa1170117,1.0,Michael YaSenka
sa1170123,1.0,Vincent Coletti
sa1170287,1.0,Adrian Mardueno
sa1170342,1.0,John Cushing
sa1170347,1.0,Alexander Smith
sa1170425,1.0,Zackarie Phillips
sa1170436,1.0,Trey McGough
sa1170484,1.0,John Bellomy
sa1170614,1.0,Andrew Edwards
sa1170802,1.0,Patrick Smith
sa1170867,1.0,Luis Quinones
sa1171029,1.0,David Leal
sa1171936,1.0,Pedro Santos
sa1172057,1.0,Luis Ortiz
sa1172135,1.0,Andrew Fisher
sa1172141,1.0,Gerald Garcia
sa1172214,1.0,Nicholas Belzer
sa1172530,1.0,Ian Exposito
sa1172727,1.0,Tyler Burch
sa195168,1.0,Francisco Campos
sa198885,1.0,Mauricio Lara
sa200086,1.0,Jonathan Castellanos
sa202000,1.0,Jose Oyervides
sa202758,1.0,Rodolfo Gonzalez
sa202910,1.0,Juan Sandoval
sa203945,1.0,Pablo Ortega
sa206642,1.0,Rodolfo Martinez
sa208507,1.0,Juan Pena
sa210450,1.0,Oscar Hurtado
sa244124,1.0,Ruben Vicente
sa262058,1.0,Salvador Valdez
sa273164,1.0,Jesus Estrada
sa287103,1.0,Jesus Castillo
sa294348,1.0,Felipe Arredondo
sa294474,1.0,Jose Pina
sa294505,1.0,Marlon Arias
sa294706,1.0,Jason Urquidez
sa295625,1.0,Santiago Gutierrez
sa3000055,1.0,Alexis Candelario
sa3001058,1.0,Marco Rivas
sa3001059,1.0,Jorge Martinez
sa3001062,1.0,Dustin Crenshaw
sa3001064,1.0,Guillermo Trujillo
sa3002572,1.0,Hector Villalobos
sa3002590,1.0,Jesus Alcantar
sa3002591,1.0,Oscar Gil
sa3002596,1.0,Daniel De La Fuente
sa3002602,1.0,Carlos Morales
sa3002605,1.0,Fernando Sanchez
sa3002606,1.0,Jesus Toledo
sa3002607,1.0,Niomar Gomez
sa3002611,1.0,Yeremi Garcia
sa3002614,35.5,Joan Adon
sa3002617,1.0,Pedro Gonzalez
sa3002618,1.0,Luciano De La Cruz
sa3002619,1.0,Alejandro Vallejo
sa3002674,1.0,Aldemar Rivas
sa3002675,1.0,Yeison Sanchez
sa3002677,1.0,Ezequiel De La Cruz
sa3002678,1.0,Luis Pacheco
sa3002680,1.0,Jonas De La Cruz
sa3002681,1.0,Antonio Cardenas
sa3002682,1.0,Anderson Parra
sa3002687,1.0,Oliver Rosario
sa3002688,1.0,Wilberson Liendo
sa3002690,1.0,Victor Martinez
sa3002715,25.0,Joseph Kuzia
sa3002734,54.0,Blakely Battenfield
sa3002745,1.0,Jon Malmin
sa3002749,19.5,Frank Tunnell
sa3002752,1.0,Michael Agis
sa3002775,24.35,Matthew Wivinis
sa3002777,32.85,Jacob Patterson
sa3002779,1.0,John Olson
sa3002781,1.0,Gabriel Morales
sa3002783,22.65,Kaleb Ort
sa3002788,1.0,Antonio Hernandez
sa3002789,1.0,Ricardo Hernandez
sa3002790,1.0,Gerardo Carrillo
sa3002791,1.0,Martin Carrasco
sa3002793,1.0,Juan Then
sa3002794,1.0,Aldry Acosta
sa3002795,1.0,Edward Cuello
sa3002796,1.0,Jose Martinez
sa3002799,1.0,Luis Eusebio
sa3002801,1.0,Elias Espino
sa3002804,1.0,Jose Garcia
sa3002809,1.0,Nelfri Contreras
sa3002811,1.0,Franklin De La Paz
sa3002812,1.0,Dayeison Arias
sa3002813,1.0,Daritzon Feliz
sa3002814,1.0,Moises Lugo
sa3002816,1.0,Kelvin Nunez
sa3002817,1.0,Carlos Montilla
sa3002818,1.0,Juan Mercedes
sa3002819,1.0,Jesus Ozoria
sa3002820,1.0,Reinaldo De Paula
sa3002821,1.0,Juan Gomez
sa3002823,1.0,Hayden Roberts
sa3002906,1.0,Saul De La Cruz
sa3002909,1.0,Pedro Espinola
sa3002914,1.0,Gabriel Noguera
sa3002916,1.0,Jervic Chavez
sa3002917,1.0,Rafael Kelly
sa3002919,1.0,Jose Romero
sa3002920,1.0,Manuel Manzanillo
sa3002921,1.0,Juan Abril
sa3002923,1.0,Alejandro Mejia
sa3002924,1.0,Raibel Custodio
sa3002925,1.0,Franklin Dacosta
sa3002926,1.0,Marco Jimenez
sa3002928,1.0,Luis Moreno
sa3002929,1.0,Antonio Pujols
sa3002930,1.0,Yunior Hinojosa
sa3002931,1.0,Carlos Caminero
sa3002932,1.0,Dauris Lopez
sa3002934,1.0,Leonardo Taveras
sa3002935,1.0,Luis De Jesus
sa3002936,1.0,Walner Polanco
sa3002937,1.0,Andres German
sa3002938,1.0,Francis Pena
sa3002939,1.0,Raymells Rosa
sa3002941,1.0,Roy Garcia
sa3002944,1.0,Nelson Prada
sa3002949,1.0,Juan Mejia
sa3002950,1.0,Jose Gomez
sa3002951,1.0,Yovanny Cruz
sa3002953,1.0,Kleiber Carreno
sa3002954,1.0,Keiber Arredondo
sa3002955,1.0,Ronald Burgos
sa3002956,1.0,Keider Montero
sa3002961,1.0,Jose Rodulfo
sa3002963,1.0,Maximo Cortes
sa3002964,1.0,Mike Garcia
sa3002965,1.0,Helcris Olivarez
sa3002966,1.0,Wikelman Ramirez
sa3002968,1.0,Erick Perez
sa3002971,1.0,Yefri Del Rosario
sa3002972,1.0,Luis Alvarez
sa3002974,1.0,Kelvin De Los Santos
sa3002975,1.0,Carlos Sanchez
sa3002977,1.0,Jefferson Escorcha
sa3002978,1.0,Ferrol Heredia
sa3002979,1.0,Edisson Gonzalez
sa3002981,1.0,Didier Vargas
sa3002982,1.0,Ignacio Feliz
sa3002983,1.0,Luis Garcia
sa3002984,1.0,Joseph Salazar
sa3002985,1.0,Cleiverth Perez
sa3002986,1.0,Ricardo Silva
sa3002988,1.0,Nathanael Perez
sa3002991,1.0,Juan Cruz
sa3002992,1.0,Rovaldis Cabrera
sa3002993,1.0,Angel Zerpa
sa3002994,1.0,Leandro Mendez
sa3002995,1.0,Donato Auguste
sa3002996,1.0,Delvin Capellan
sa3002997,1.0,Yonathan Matos
sa3002998,1.0,Naswell Paulino
sa3003001,1.0,Francarlos Dacosta
sa3003002,1.0,Hector Acosta
sa3003003,1.0,Austin Morales
sa3003004,1.0,Diogenes Rodriguez
sa3003005,1.0,Emanuel Vizcaino
sa3003006,1.0,Brayan Herrera
sa3003007,1.0,Adan Frias
sa3003009,1.0,Rodolfo Sanchez
sa3003011,1.0,Daniel Santana
sa3003013,1.0,Joan Valdez
sa3003014,1.0,Abel Estevez
sa3003015,1.0,Adolfo Ramirez
sa3003018,1.0,Geremy Galindez
sa3003020,1.0,Roansy Contreras
sa3003021,1.0,Luis Palacios
sa3003023,1.0,Juan Gonzalez
sa3003024,1.0,Allinson Benitez
sa3003026,1.0,Santiago Florez
sa3003030,1.0,Ronny Garcia
sa3003031,1.0,Jose Natera
sa3003032,1.0,Brayan Salaya
sa3003033,1.0,Jose Martinez
sa3003034,1.0,Leudy Martinez
sa3003035,1.0,Nicolas Medina
sa3003036,1.0,Samuel Reyes
sa3003037,1.0,Jairo Solis
sa3003038,1.0,Diego Blanco
sa3003039,1.0,Angel Macuare
sa3003040,1.0,Rodard Avelino
sa3003041,1.0,Noe Toribio
sa3003043,1.0,Francis Del Orbe
sa3003044,1.0,Julio Rosario
sa3003045,1.0,Alfredo Garcia
sa3003046,1.0,Osiris German
sa3003048,1.0,Anyelo Luna
sa3003050,1.0,Luis Arrieta
sa3003052,1.0,Wilmer Jimenez
sa3003053,1.0,Ramon Pineda
sa3003054,1.0,Andry Cuevas
sa3003055,1.0,Jose Lopez
sa3003057,1.0,Cesar Angomas
sa3003058,1.0,Leonardo Rodriguez
sa3003060,1.0,Francisco Gracia
sa3003062,1.0,Luis Garcia
sa3003063,1.0,Victor Medina
sa3003064,1.0,Eliezer Rodriguez
sa3003065,1.0,Juan Diaz
sa3003066,1.0,Tahnaj Thomas
sa3003067,1.0,Bryan Lara
sa3003068,1.0,Maiker Manuel
sa3003070,1.0,Alejandro Chavez
sa3003071,1.0,Raul De Los Reyes
sa3003072,1.0,Juan Vazquez
sa3003073,1.0,Luis De Paula
sa3003075,1.0,Wender Oberto
sa3003076,1.0,Brian Abreu
sa3003078,1.0,Christofer Dominguez
sa3003079,1.0,Ramon Guzman
sa3003083,1.0,Victor Santos
sa3003084,1.0,Hector Soto
sa3003085,1.0,Janick Lopez
sa3003088,1.0,Rosmer Inojosa
sa3003089,1.0,Elias Herrera
sa3003090,36.75,Jose Rivera
sa3003091,1.0,Diarlin Jimenez
sa3003092,1.0,Braulio Nunez
sa3003093,1.0,Brayan Mejia
sa3003096,1.0,Rafael Monsion
sa3003097,1.0,Williams Valencia
sa3003098,1.0,Carlos Paula
sa3003099,1.0,Ariel Mojica
sa3003102,1.0,Jose Montilla
sa3003103,1.0,Nelvin Correa
sa3003104,1.0,Ismael Aquino
sa3003106,1.0,Carlos Romero
sa3003107,1.0,Abrahan Lopez
sa3003109,22.925,Luis Romero
sa3003113,1.0,Jose Moreno
sa3003115,1.0,Miguel Pena
sa3003117,1.0,Rodolfo Fajardo
sa3003118,1.0,Rafael Prensa
sa3003122,1.0,Yoel De Leon
sa3003123,1.0,Robinson Pina
sa3003124,1.0,Marcos Tineo
sa3003125,1.0,Aneudis Beard
sa3003126,1.0,Liu Fuenmayor
sa3003128,1.0,Marcos Correa
sa3003131,1.0,Eduardo Salazar
sa3003132,1.0,Frainger Aranguren
sa3003133,1.0,Manuel Cachutt
sa3003134,1.0,Jose Conopoima
sa3003135,1.0,Jender De Jesus
sa3003138,1.0,Osvaldo Bido
sa3003140,1.0,Steven Cruz
sa3003141,1.0,Jose Parra
sa3003142,1.0,Hector Rodriguez
sa3003143,1.0,Fabricio Reina
sa3003144,1.0,Carlos Naveda
sa3003145,1.0,Manuel Santiago
sa3003146,1.0,Emilio Alfonzo
sa3003151,1.0,Angel Ozuna
sa3003152,1.0,Jhonfran Escalona
sa3003153,1.0,Carlos Francisco
sa3003156,1.0,Edward Vasquez
sa3003157,1.0,Wilser Barrios
sa3003158,1.0,Emilker Guzman
sa3003159,1.0,Juan Mejia
sa3003160,1.0,Reinardo Mota
sa3003161,1.0,Dannysmel Tavarez
sa3003162,1.0,Fernando Melo
sa3003164,1.0,Matthew Peguero
sa3003166,1.0,Jose Butto
sa3003167,1.0,Dionis Zamora
sa3003168,1.0,Raul Hernandez
sa3003927,50.35,Joseph Cloney
sa3003930,1.0,Larimel Soriano
sa3003932,52.5,Bryan Sammons
sa3003933,1.0,Riley Echols
sa3003988,61.15,John Parke
sa3003991,1.0,Rodney Sellers
sa3003993,1.0,Adam Reuss
sa3003994,1.0,Evan Guillory
sa3003997,1.0,Jason Alexander
sa3004004,1.0,Diego Cordero
sa3004005,1.0,Ramon Perez
sa3004006,1.0,Robinson Ortiz
sa3004009,1.0,Cole Bartlett
sa3004010,1.0,Israel Lantigua
sa3004013,1.0,Calvin Faucher
sa3004014,1.0,Max Roberts
sa3004015,23.325,Ty Tice
sa3004017,1.0,Abraham Almonte
sa3004018,55.15,Austin Hutchison
sa3004019,29.5,Matthew Peacock
sa3004021,1.0,Thomas St. Clair
sa3004022,40.5,Scott Boches
sa3004024,47.35,Graham Spraker
sa3004085,1.0,Adam Bleday
sa3004087,1.0,Matthew Shannon
sa3004090,1.0,Jesus Balaguer
sa3004091,1.0,Sal Biasi
sa3004092,1.0,Maxwell Green
sa3004093,1.0,Collin Snider
sa3004097,30.65,Holden Capps
sa3004098,29.35,Phoenix Sanders
sa3004099,40.15,Beau Sulser
sa3004100,1.0,John Sears
sa3004101,27.675,William Vest
sa3004102,1.0,Gavin Wallace
sa3004103,1.0,Cutter Dyals
sa3004104,1.0,Timothy Hardy
sa3004105,1.0,Tyler Day
sa3004106,29.0,Addison Russ
sa3004108,1.0,Josh Mitchell
sa3004114,1.0,Michael McCormick
sa3004117,1.0,Brandon Marsonek
sa3004118,1.0,Zachery Kelly
sa3004120,1.0,Matthew Hardy
sa3004121,1.0,Austin Krzeminski
sa3004152,1.0,Brady Cox
sa3004190,41.85,Jeffrey Johnstone
sa3004192,1.0,Maverik Buffo
sa3004193,1.0,Colton Laws
sa3004197,41.0,Dylan File
sa3004198,1.0,Luis Nin
sa3004203,23.675,Dedniel Nunez
sa3004205,1.0,Connor Mayes
sa3004206,27.65,Andrew Beckwith
sa3004210,49.15,Riley O'Brien
sa3004211,24.65,Blake Weiman
sa3004213,1.0,Alex Manasa
sa3004215,1.0,Seth Nordlin
sa3004216,1.0,Hunter Stratton
sa3004217,1.0,Orlando Razo
sa3004220,1.0,Joshua Advocate
sa3004221,1.0,Kevin Hamann
sa3004222,22.75,Samuel Delaplane
sa3004223,1.0,Mitchell Stalsberg
sa3004224,1.0,Slater Lee
sa3004226,45.0,Caleb Boushley
