UID,IP,Name
sa3004229,1.0,Matthew Gunter
sa3004231,1.0,Luke Lind
sa3004233,1.0,Durin O'Linger
sa3004320,1.0,Vincenzo Aiello
sa3004321,1.0,Connor Law
sa3004330,1.0,Jose Guzman
sa3004331,1.0,Anton Kuznetsov
sa3004333,1.0,Roither Hernandez
sa3004336,1.0,Kyle Thomas
sa3004337,1.0,Alexander Mauricio
sa3004338,1.0,Randall Bell
sa3004341,32.25,Evan Kruczynski
sa3004345,1.0,Charles Neuweiler
sa3004347,1.0,Dennis Brady
sa3004348,1.0,Xavier Moore
sa3004349,1.0,Jordan Barrett
sa3004351,1.0,Bryan Blanton
sa3004353,1.0,Evan Estes
sa3004354,1.0,Dylan Stock
sa3004355,1.0,Zach Draper
sa3004358,1.0,Cole Watts
sa3004362,21.65,Jonathan Cheshire
sa3004365,1.0,Justin Watts
sa3004366,1.0,Wilton Sanchez
sa3004368,1.0,Stephen Duncan
sa3004441,1.0,Ivan Pelaez
sa3004449,1.0,Dylan Cyphert
sa3004453,1.0,Wyatt Marks
sa3004455,25.35,Fred Schlichtholz
sa3004456,1.0,Felipe Castaneda
sa3004457,1.0,Jake Walsh
sa3004459,1.0,Austin Gardner
sa3004462,1.0,Jorge Benitez
sa3004463,1.0,Robert Hitt
sa3004465,1.0,Giovanni Arriera
sa3004467,1.0,John Curtis
sa3004469,54.85,Tommy Romero
sa3004470,1.0,Will Latcham
sa3004471,29.5,William Lescher
sa3004472,1.0,Jared Johnson
sa3004473,1.0,John Ghyzel
sa3004474,1.0,Bryce Howe
sa3004475,1.0,Jake Dahlberg
sa3004476,1.0,Aaron Ford
sa3004477,1.0,Drew Crosby
sa3004478,1.0,William Oxford
sa3004479,1.0,Zack Mozingo
sa3004480,1.0,Malik Jones
sa3004482,30.65,Patrick Dayton
sa3004483,1.0,Matthew Seelinger
sa3004485,1.0,Taylor Ahearn
sa3004486,1.0,Ryan Valdes
sa3004487,1.0,Drew Fischer
sa3004488,1.0,Joshua Walker
sa3004489,1.0,Marcus Reyes
sa3004491,1.0,Wes Robertson
sa3004492,1.0,Daniel Sexton
sa3004493,1.0,Nicholas Kuzia
sa3004494,63.35,Austin Warner
sa3004567,1.0,Jared Brasher
sa3004571,1.0,Kyle Johnston
sa3004573,1.0,Dominic LoBrutto
sa3004574,35.425,Tyler Ivey
sa3004576,1.0,Cameron Ming
sa3004579,1.0,Wellington Diaz
sa3004581,1.0,Francisco Morales
sa3004584,1.0,Andrew Strotman
sa3004585,1.0,Ryan Wilson
sa3004588,1.0,Harold Cortijo
sa3004589,44.35,Jared Solomon
sa3004590,1.0,Ricky Karcher
sa3004591,1.0,Brody Rodning
sa3004592,1.0,Carson Lance
sa3004593,1.0,Ronald Marinaccio
sa3004595,1.0,Lukas Young
sa3004596,1.0,Jared Finkel
sa3004599,51.15,Joe Cavallaro
sa3004600,1.0,Kory Behenna
sa3004601,1.0,David Smith
sa3004602,54.5,Alexander FaGalde
sa3004606,1.0,Trevor Charpie
sa3004637,1.0,Joey Marciano
sa3004641,1.0,Moises Ceja
sa3004642,1.0,Hans Crouse
sa3004644,1.0,Rickey Ramirez
sa3004645,1.0,Nelson Galindez
sa3004647,1.0,Juan Lopez
sa3004648,1.0,Seth Corry
sa3004650,1.0,Yoendrys Gomez
sa3004652,1.0,Sandel De La Cruz
sa3004654,1.0,Ricardo Velasquez
sa3004657,57.15,Michael Dibrell
sa3004658,1.0,Nick Raquet
sa3004659,40.5,Janson Junk
sa3004661,55.5,Shawn Semple
sa3004662,57.0,Jackson Tetreault
sa3004663,1.0,Alexander Eubanks
sa3004664,1.0,Ryan Dease
sa3004665,1.0,James Murphy
sa3004666,1.0,Jacob Belinda
sa3004667,1.0,Chad Whitmer
sa3004668,1.0,Josh Keaton
sa3004670,1.0,Bryar Johnson
sa3004671,1.0,Justin Hoyt
sa3004672,1.0,Devin Hemmerich
sa3004673,1.0,Nick Vichio
sa3004676,1.0,Rio Gomez
sa3004677,1.0,Andrew Rohloff
sa3004678,1.0,Christopher Hunt
sa3004680,48.85,Hayden Deal
sa3004683,1.0,Tad Ratliff
sa3004698,1.0,Cody Beckman
sa3004701,53.65,Aaron Leasher
sa3004702,1.0,Osvaldo Berrios
sa3004703,1.0,Keenan Bartlett
sa3004704,1.0,Bryce Conley
sa3004705,1.0,Greg Jacknewitz
sa3004706,1.0,Blake Pflughaupt
sa3004709,32.15,Franklin Van Gurp
sa3004711,1.0,Matthew Hammonds
sa3004713,26.65,Timothy Naughton
sa3004715,1.0,Elian Rodriguez
sa3004716,1.0,Daniel Hrbek
sa3004717,33.35,Austin Hamilton
sa3004736,1.0,Jacob Heatherly
sa3004740,58.65,Ryan Lillie
sa3004741,1.0,Riley Ottesen
sa3004743,1.0,Tyler Jackson
sa3004744,51.0,Jason Bahr
sa3004746,1.0,Connor Ryan
sa3004747,54.5,Aaron Phillips
sa3004748,1.0,Joshua Payne
sa3004749,1.0,Clay Chandler
sa3004765,31.5,Shane Baz
sa3004769,1.0,Yoilan Quinonez
sa3004770,1.0,Garrett Schilling
sa3004771,1.0,John Russell
sa3004772,1.0,Nate Harris
sa3004773,1.0,Peter Lannoo
sa3004774,1.0,Stephen Greenlees
sa3004795,1.0,Enrique Castillo
sa3004796,1.0,Jamal Wade
sa3004797,1.0,Wilmer Mejia
sa3004798,53.15,Kutter Crawford
sa3004799,1.0,Jacob Webb
sa3004801,1.0,Walter Borkovich
sa3004802,1.0,Michele Vassalotti
sa3004803,1.0,Brendan Feldmann
sa3004812,1.0,Steven Jennings
sa3004823,33.15,Jakob Hernandez
sa3004825,1.0,Jim Voyles
sa3004826,1.0,Brian Glowicki
sa3004827,1.0,Casey Ryan
sa3004830,1.0,Joshua Reagan
sa3004833,1.0,Manny Ramirez
sa3004857,53.85,David Parkinson
sa3004860,1.0,Jhordany Mezquita
sa3004861,28.3333333333,Kyle Dohy
sa3004862,32.925,Damon Jones
sa3004863,1.0,Ricky Vanasco
sa3004864,1.0,Kyle Zurak
sa3004866,1.0,Eudi Asencio
sa3004869,1.0,Ernesto Jaquez
sa3004871,1.0,Estarlin Rodriguez
sa3004872,1.0,Diosmerky Taveras
sa3004873,1.0,Livan Sanchez
sa3004921,1.0,Spencer Kulman
sa3004924,1.0,Jacob Steffens
sa3004927,1.0,Thomas Colletti
sa3004944,1.0,John Swanda
sa3004945,1.0,Jerryell Rivera
sa3004962,1.0,Benjamin Rodriguez
sa3004963,1.0,Kyle Goodbrand
sa3004975,46.5,Carl Bolton
sa3004987,1.0,Nicholas Kennedy
sa3004988,1.0,Dalton Higgins
sa3004991,1.0,Mitch Stophel
sa3004993,1.0,Mark Simon
sa3004994,1.0,Jesus Juarez
sa3005014,70.85,Darren McCaughan
sa3005016,33.35,Marcel Renteria
sa3005017,1.0,Nate Peden
sa3005018,1.0,Liam McCall
sa3005024,1.0,David Mercado
sa3005025,1.0,Sam Keating
sa3005026,1.0,Gerald Ogando
sa3005028,1.0,Ethan Lindow
sa3005029,1.0,Matthew Turner
sa3005031,1.0,Jackson Stoeckinger
sa3005032,1.0,Tanner Allison
sa3005033,1.0,Yadiel Flores
sa3005034,1.0,Derrik Watson
sa3005035,1.0,Noah Nunez
sa3005036,1.0,Fausto Segura
sa3005052,43.825,Paul Campbell
sa3005060,58.85,Marcelo Martinez
sa3005068,85.46,MacKenzie Gore
sa3005069,1.0,Prelander Berroa
sa3005070,1.0,Brayan De Paula
sa3005071,1.0,Dakota Bennett
sa3005073,1.0,Sadrac Franco
sa3005074,1.0,Galvi Agramonte
sa3005075,1.0,Yasel Santana
sa3005098,1.0,Oscar Rojas
sa3005099,1.0,Ryley Widell
sa3005100,1.0,Nick Snyder
sa3005114,20.65,Marshall Kasowski
sa3005116,1.0,Marlin Willis
sa3005117,1.0,Blayne Enlow
sa3005118,1.0,Matthew Sauer
sa3005119,1.0,Henry Omana
sa3005121,1.0,James Marinan
sa3005122,1.0,Benjamin Brown
sa3005123,1.0,Jose Larez
sa3005126,1.0,Jeison Pena
sa3005144,1.0,Dalvin Rosario
sa3005145,1.0,Taylor Braley
sa3005146,1.0,Adam Stauffer
sa3005162,30.5,Frank Rubio
sa3005163,1.0,Max Lazar
sa3005175,1.0,Frederic Tarnok
sa3005177,1.0,Noel Vela
sa3005178,1.0,Korey Anderson
sa3005179,1.0,Alberto Franco
sa3005180,1.0,Johan Martinez
sa3005187,60.0,Garrett Henzman
sa3005188,1.0,Michell Miliano
sa3005194,1.0,Mark Washington
sa3005196,1.0,Sergio Morillo
sa3005202,1.0,Derek Molina
sa3005203,1.0,Argenis Bravo
sa3005207,1.0,Alex Valverde
sa3005209,1.0,Francis Peguero
sa3005213,1.0,Justin Bullock
sa3005214,1.0,Sean Barry
sa3005216,1.0,Cameron Robinson
sa3005217,1.0,Brandon Withers
sa3005218,1.0,Alejandro Made
sa3005219,1.0,Wilber Perez
sa3005222,1.0,Alexander Montero
sa3005229,1.0,Matt Givin
sa3005232,1.0,Zachary Prendergast
sa3005238,1.0,Johan Cuevas
sa3005245,1.0,Jake Baker
sa3005246,39.0,Joseph Cantillo
sa3005247,1.0,Humberto Montiel
sa3005257,1.0,Henry Valencio
sa3005258,1.0,Junior Mieses
sa3005259,1.0,Max Herrmann
sa3005261,1.0,Kevin Marnon
sa3005265,1.0,Cole Bellinger
sa3005280,51.35,Alexander Lange
sa3005282,28.4333333333,Dayton Hall
sa3005283,1.0,Gerson Pinales
sa3005284,1.0,Eduarniel Nunez
sa3005285,1.0,Karlos Morales
sa3005295,1.0,Harrison Francis
sa3005302,1.0,Peyton Remy
sa3005305,50.175,Cory Abbott
sa3005306,31.425,Garrett Whitlock
sa3005311,1.0,Alec Franks
sa3005312,1.0,Scott Kuzminsky
sa3005315,1.0,Christian Greene
sa3005318,1.0,Hunter Haworth
sa3005326,1.0,Andrew Weston
sa3005328,1.0,Bryson Hutchinson
sa3005332,1.0,Gabriel Yanez
sa3005334,1.0,Matt Tabor
sa3005340,1.0,Nathan Witt
sa3005346,1.0,Jeferson Garcia
sa3005351,1.0,Christian Pedrol
sa3005352,1.0,Jose Olague
sa3005353,1.0,Kelvin Sanchez
sa3005354,1.0,Luis Peguero
sa3005358,1.0,Maxwell Gamboa
sa3005359,1.0,Brendan Nail
sa3005361,1.0,Dante Mendoza
sa3005362,43.35,Raymond Kerr
sa3005364,1.0,Robert Garcia
sa3005365,1.0,Braulio Torres-Perez
sa3005369,1.0,Edgar Acosta
sa3005371,1.0,Aldo Ramirez
sa3005379,1.0,Gerardo Gutierrez
sa3005382,1.0,Jose Frutos
sa3005397,1.0,Alexander Scherff
sa3005399,1.0,Jose Haros
sa3005404,1.0,Esteban Romero
sa3005405,1.0,Francisco Gomez
sa3005407,1.0,Andy Salcido
sa3005408,1.0,Nick Gallagher
sa3005410,20.15,Manuel Alvarez
sa3005415,1.0,Carlos Sano
sa3005420,1.0,Connor Strain
sa3005422,28.35,Jacob Condra-Bogan
sa3005425,1.0,Christian Prado
sa3005427,1.0,Darien Nunez
sa3005429,1.0,Angel Suero
sa3005430,1.0,Damian Mendoza
sa3005431,1.0,Jean Lucas
sa3005432,1.0,Alex Valdez
sa3005433,1.0,Eric Mendez
sa3005435,1.0,Luis Rodriguez
sa3005436,1.0,Brayan Bello
sa3005437,1.0,Jhosmer Alvarez
sa3005439,1.0,Elian Ferreira
sa3005440,1.0,Yangely De La Cruz
sa3005441,1.0,Jorge Remon
sa3005442,1.0,Brailin Gonzalez
sa3005443,1.0,Mario Garcia
sa3005444,1.0,Juan Sanchez
sa3005445,1.0,Felix Cepeda
sa3005446,1.0,Arlinthon De Dios
sa3005448,1.0,Carlos De Los Santos
sa3005449,1.0,Abraham Figueroa
sa3005450,1.0,Edinson Lopez
sa3005452,1.0,Juan Zapata
sa3005453,1.0,Miguel Lar
sa3005455,1.0,Lizardy Dicent
sa3005456,1.0,Leonardo Pestana
sa3005457,1.0,Carlos Campos
sa3005458,1.0,Isaias Ozoria
sa3005459,1.0,Junior Almonte
sa3005460,1.0,Osvaldo De La Rosa
sa3005461,1.0,Kelvin Moncion
sa3005462,1.0,Luis Nova
sa3005464,1.0,Moises Diaz
sa3005466,1.0,Cristofe Tineo
sa3005467,1.0,Irvin Villarroel
sa3005469,1.0,Moises Ruiz
sa3005470,1.0,Junior Santos
sa3005471,1.0,Lazaro Estrada
sa3005634,1.0,Julio Puello
sa3005682,1.0,Jose Palacio
sa3005683,1.0,Heitor Tokar
sa3005685,1.0,Yohanse Morel
sa3005686,1.0,Jose Pina
sa3005687,1.0,Bryan Caceres
sa3005691,1.0,Anthony Escobar
sa3005692,1.0,Efrain Contreras
sa3005694,1.0,Luis Devers
sa3005695,1.0,Eudi Asencio
sa3005696,1.0,Raul Alcantara
sa3005697,1.0,Luis Barroso
sa3005698,1.0,Williander Moreno
sa3005699,1.0,Elbis Afanador
sa3005700,1.0,Engel Estevez
sa3005701,1.0,Hernando Mejia
sa3005702,1.0,Cruz Noriega
sa3005703,1.0,Edgar Navarro
sa3005704,1.0,Jesus Rondon
sa3005705,1.0,Johan Lopez
sa3005706,1.0,Daury Cabrera
sa3005707,1.0,Hector De Los Santos
sa3005709,1.0,Jose Diaz
sa3005710,1.0,Roberto Francisco
sa3005711,1.0,Anderson Mercedes
sa3005810,1.0,Jeffry Abreu
sa3005812,1.0,Yeury Tatiz
sa3005813,1.0,Shuruendy Valeriano
sa3005815,1.0,Luis Candelo
sa3005816,1.0,Jose Guevara
sa3005819,1.0,Emmanuel Quinones
sa3005822,1.0,Wilkin Baez
sa3005823,1.0,Jesus Gomez
sa3005824,1.0,Jairo Lopez
sa3005825,1.0,Luis Diaz
sa3005826,1.0,Jorge Juan
sa3005827,1.0,Santiago Elizondo
sa3005828,1.0,Felix Ramires
sa3005830,1.0,Manuel De La Rosa
sa3005831,1.0,Carlos Leandro
sa3005832,1.0,Junior Matias
sa3005833,1.0,Axel Acevedo
sa3005834,1.0,Yordin Mateo
sa3005835,1.0,Ronny Henriquez
sa3005836,1.0,Cristian Hernandez
sa3005837,1.0,Emmanuel Duran
sa3005838,1.0,Victor Gomez
sa3005840,1.0,Gabriel Delgado
sa3005841,1.0,Luilly Ovalle
sa3005842,1.0,Jesus Rosillo
sa3005843,1.0,Luis Peralta
sa3005844,1.0,Kleiver Osorio
sa3005846,1.0,Luis Paulino
sa3005848,1.0,Yon Castro
sa3005849,1.0,Samuel Vasquez
sa3005850,1.0,Cesar Camargo
sa3005852,1.0,Jose Cerda
sa3005853,1.0,Claudio Mota
sa3005854,1.0,Joandris Tolentino
sa3005856,1.0,Ludwin Jimenez
sa3005857,1.0,Johan Lopez
sa3005858,1.0,Willy Basil
sa3005859,1.0,Heylin Taveras
sa3005860,1.0,Euclides Lopez
sa3005861,1.0,Petter Caty
sa3005863,1.0,Luis Tena
sa3005864,1.0,Justin Martinez
sa3005865,1.0,Oscar Echarry
sa3005866,1.0,Jesus Valles
sa3005868,1.0,Samuel Burgos
sa3005869,1.0,Pablo Falconett
sa3005872,1.0,Luis Ortiz
sa3005873,1.0,Javier Vasquez
sa3005874,1.0,Briant Tejeda
sa3005875,1.0,Nicoly Pina
sa3005876,1.0,Kelvin Caceres
sa3005877,1.0,Dionys Rodriguez
sa3005881,1.0,Freddery Paulino
sa3005882,1.0,Elian Pena
sa3005883,1.0,Yoelvis Guedez
sa3005884,1.0,Antonio Villalba
sa3005885,1.0,Juan Geraldo
sa3005886,1.0,Juan Miranda
sa3005887,1.0,Cristian Pacheco
sa3005888,1.0,Daniel De Leon
sa3005889,1.0,Luis Amoroso
sa3005890,1.0,Joshua Cornielly
sa3005891,1.0,Benito Garcia
sa3005892,1.0,Cesar Loaiza
sa3005893,1.0,Miguel Pozo
sa3005894,1.0,Yosmel Naranjo
sa3005895,1.0,Carlos De Avila
sa3005896,1.0,Edmar Gonzalez
sa3005953,1.0,Junior Guzman
sa3006065,1.0,Daysbel Hernandez
sa3006066,1.0,Miguel Suero
sa3006067,1.0,Gregori Segovia
sa3006068,1.0,Miguel Rondon
sa3006069,1.0,Jesus Gonzalez
sa3006070,1.0,Jose Geraldo
sa3006071,1.0,Francisco Benitez
sa3006072,1.0,Dionicio Jimenez
sa3006074,1.0,Jorge Rodriguez
sa3006095,1.0,Douglas Still
sa3006096,1.0,Eurys Henriquez
sa3006097,1.0,Garrett Suchey
sa3006098,1.0,Alexis Araujo
sa3006100,1.0,Brayan Perez
sa3006101,1.0,Daniel Cruz
sa3006102,1.0,Emerson Ortiz
sa3006103,1.0,Henry Torres
sa3006104,1.0,Argenis Liriano
sa3006105,1.0,Keiro Munoz
sa3006108,1.0,Williams Moreno
sa3006110,1.0,Jeremy Molero
sa3006111,1.0,Andrew Budier
sa3006113,1.0,Israel Puello
sa3006114,1.0,Pedro Moreno
sa3006115,1.0,Frank Valera
sa3006116,1.0,Ronald Govea
sa3006118,1.0,Zamil Castillo
sa3006119,1.0,Valente Bellozo
sa3006120,1.0,Alfredo Castaneda
sa3006121,1.0,Jose Amaya
sa3006122,1.0,Josan Mendez
sa3006123,1.0,Bryan Lucas
sa3006124,1.0,Jesus Leon
sa3006125,1.0,Sergio Carrizoza
sa3006127,1.0,Carlos Guarate
sa3006128,1.0,Charls Jameson
sa3006131,1.0,Yonson Guerrero
sa3006132,1.0,Luis Cepeda
sa3006133,1.0,Robert Colina
sa3006134,1.0,Andy Reyes
sa3006135,1.0,Benony Robles
sa3006137,1.0,Luis Baez
sa3006139,1.0,Bryan Torres
sa3006140,1.0,Miguel Yedis
sa3006141,1.0,Jordi Martinez
sa3006142,1.0,Duany Gomez
sa3006144,1.0,Cristian Acosta
sa3006145,1.0,Emilio Marquez
sa3006147,1.0,Starlyn Reynoso
sa3006148,1.0,Marcos Reyes
sa3006151,1.0,Luis Ozoria
sa3006152,1.0,Abismael Villaman
sa3006153,1.0,Michel Gelabert
sa3006155,1.0,Francisco Hodge
sa3006156,1.0,Braham Rosario
sa3006157,1.0,Oswal Torres
sa3006158,1.0,Pedro King
sa3006159,1.0,Andres Diaz
sa3006160,1.0,Victor Mendez
sa3006161,1.0,Luis Ramos
sa3006163,1.0,Sonny Vargas
sa3006164,1.0,Freddy Pacheco
sa3006165,1.0,Miguel Maiz
sa3006166,1.0,Bryam Pena
sa3006167,1.0,Raulin Celedonio
sa3006170,1.0,Rigoberto Borbolla
sa3006171,1.0,Emmy Morel
sa3006172,1.0,Ricardo Frias
sa3006173,1.0,Kleiber Bordones
sa3006174,1.0,Carlos Perez
sa3006175,1.0,Juan Toribio
sa3006177,1.0,Adrian Hernandez
sa3006351,1.0,Zaquiel Puentes
sa3006352,1.0,Delvis Alegre
sa3006354,1.0,Hugo Beltran
sa3006355,1.0,Felix Gomez
sa3006356,1.0,Allan Beltre
sa3006357,1.0,Jose Peralta
sa3006358,1.0,Ivan Armstrong
sa3006360,1.0,Jesus Cisneros
sa3006362,1.0,Oscar Abreu
sa3006366,1.0,Randy Rodriguez
sa3006367,1.0,Luisenyer Perez
sa3006368,1.0,Mauricio Rodriguez
sa3006369,1.0,Karlo Seijas
sa3006370,1.0,Cristian Lima
sa3006371,1.0,Carlos Velez
sa3006372,1.0,Edwin Rojas
sa3006373,1.0,Jose Ferrer
sa3006374,1.0,Cristofer Mezquita
sa3006375,1.0,Alexis Carmona
sa3006376,1.0,Luis Gomez
sa3006377,1.0,David Marcano
sa3006378,1.0,Misael Garcia
sa3006379,1.0,Ronald Suarez
sa3006380,1.0,Deivy Florido
sa3006381,1.0,Victor Munoz
sa3006382,1.0,Richi Vasquez
sa3006383,1.0,Jose Cruz
sa3006384,1.0,Adolfo Bauza
sa3006385,1.0,Joseph Hernandez
sa3006386,1.0,Yeuris Jimenez
sa3006388,1.0,Jerald Cabrera
sa3006389,1.0,Luis Marine
sa3006390,1.0,Robert Cruz
sa3006392,1.0,Yosmer Curbata
sa3006393,1.0,Endry Manrique
sa3006394,1.0,Miguel Peralta
sa3006395,1.0,Estalin Ortiz
sa3006396,1.0,Wanly Perez
sa3006397,1.0,Luis Rodriguez
sa3006398,1.0,Brauny Munoz
sa3006399,1.0,Alan Perdomo
sa3006401,1.0,Nehemias Lopez
sa3006402,1.0,Martin Santana
sa3006404,1.0,Carlos Duran
sa3006405,1.0,Enmanuel Almonte
sa3006406,1.0,Augusto Calderon
sa3006408,1.0,Heribert Garcia
sa3006409,1.0,Jesus Gomez
sa3006410,1.0,Carlos Meza
sa3006411,1.0,Carlos Mola
sa3006413,1.0,Leony Rosario
sa3006414,1.0,Angel Cuenca
sa3006415,1.0,Michael Martinez
sa3006417,1.0,Inohan Paniagua
sa3006419,1.0,Sergio Sanchez
sa3006420,1.0,Jhon Vergara
sa3006421,1.0,Jeffrey Colon
sa3006478,1.0,Jose De Los Santos
sa3006479,1.0,Alfredi Jimenez
sa3006480,1.0,Manuel Partida
sa3006481,1.0,Yandy Vega
sa3006482,1.0,Jose Salvador
sa3006483,1.0,Bryan Pena
sa3006485,1.0,Jenrry Gonzalez
sa3006486,1.0,Teodoro Ortega
sa3006487,1.0,Wilkin Ramos
sa3006488,1.0,Adrian Solano
sa3006489,1.0,Leoner Colina
sa3006490,1.0,Edgar Martinez
sa3006491,1.0,Kelvin Bautista
sa3006492,1.0,Santos Moreno
sa3006494,1.0,Franny Cobos
sa3006495,1.0,Alfred Vega
sa3006496,1.0,Luis Villar
sa3006497,1.0,Jose Ballista
sa3006498,1.0,Yeison Santos
sa3006499,1.0,Rolfy Vargas
sa3006500,1.0,Kelvin Feliz
sa3006501,1.0,Jeisson Cabrera
sa3006503,1.0,Roaldo Carvajal
sa3006504,1.0,Jherson Pereira
sa3006505,1.0,Adrian Aybar
sa3006507,1.0,Luinder Avila
sa3006508,1.0,Josias De Los Santos
sa3006509,1.0,Andy Hernandez
sa3006511,1.0,Gustavo Polanco
sa3006512,1.0,Jhoan Cruz
sa3006514,1.0,Stiven Montilla
sa3006515,1.0,Israiky Berroa
sa3006516,1.0,Kevin Garcia
sa3006517,1.0,Francisco Jimenez
sa3006519,1.0,Stanley Guzman
sa3006521,1.0,Wuardo Fernandez
sa3006541,1.0,Jerson Ramirez
sa3006542,1.0,Yoelvis Reyes
sa3006543,1.0,Eddy Yean
sa3006544,1.0,Brayan Castillo
sa3006545,1.0,Alexis Ramirez
sa3006546,1.0,Yorlenis Noa
sa3006555,1.0,Robinson Montero
sa3006557,1.0,Valentin Linarez
sa3006558,1.0,Edinso Aleman
sa3006561,1.0,Nixon Silva
sa3006562,1.0,Yaramil Hiraldo
sa3006570,1.0,Miguel Rodriguez
sa3006571,1.0,Roybell Santodomingo
sa3006573,1.0,Logan Franco
sa3006574,1.0,Thowar Martinez
sa3006575,1.0,Frederic Garcia
sa3006576,1.0,Sebastian Tabata
sa3006585,1.0,Hendry Nunez
sa3006586,1.0,Daniel Vitriago
sa3006587,1.0,Felix Alonzo
sa3006589,1.0,Jordy Ortega
sa3006590,1.0,Carlos Garcia
sa3006591,1.0,Christian Sumoza
sa3006600,1.0,Carlos Betancourt
sa3006616,1.0,Yordy Guaba
sa3006617,1.0,Blas Castano
sa3006618,1.0,Xavier Concepcion
sa3006619,1.0,Yoelvin Silven
sa3006620,1.0,Abrahan Hiraldo
sa3006632,1.0,Andres Falcon
sa3006634,1.0,Roberto Hernandez
sa3006635,1.0,Rael Santos
sa3006636,1.0,Ryan Campbell
sa3006637,1.0,Angel Obando
sa3006640,1.0,Andrew Perez
sa3006641,1.0,Alexis Cedano
sa3006642,1.0,Wellington Nunez
sa3006693,1.0,Cobi Johnson
sa3006694,1.0,Wen-Hua Sung
sa3006695,1.0,David Lebron
sa3006696,1.0,Trey Turner
sa3006697,1.0,Calvin Eldred
sa3006698,1.0,Nick Allgeyer
sa3006699,1.0,Carlos Gomez
sa3006701,62.35,Joshua Green
sa3006702,1.0,Jose Ramirez
sa3006703,1.0,Andrew Wantz
sa3006705,1.0,Ben Morrison
sa3006706,1.0,Grant Anderson
sa3006707,1.0,Connor Curlis
sa3006708,1.0,Landon Whitson
sa3006709,1.0,Trevor McKenna
sa3006757,1.0,William McAffer
sa3006759,1.0,Aaron Shortridge
sa3006760,1.0,Shea Murray
sa3006762,1.0,Logan Stoelke
sa3006763,1.0,James Hintzen
sa3006765,1.0,Colten Schmidt
sa3006766,1.0,Jacob Lee
sa3006767,1.0,Ethan Larrison
sa3006768,1.0,Alan Strong
sa3006769,14.35,Kyler Stout
sa3006770,1.0,Noah Zavolas
sa3006771,1.0,Shelby Lackey
sa3006772,1.0,Simon Rosenblum-Larson
sa3006773,1.0,Nicholas Johnson
sa3006774,1.0,Lane Ramsey
sa3006775,48.35,William Murfee
sa3006776,1.0,Wyatt Burns
sa3006777,1.0,Mack Meyer
sa3006795,30.65,Steven Wilson
sa3006796,1.0,Andres Nunez
sa3006797,1.0,Jayce Vancena
sa3006798,45.5,Eli Lingos
sa3006801,45.5,Matt Frisbee
sa3006802,1.0,Clark Cota
sa3006804,1.0,Cole Uvila
sa3006805,1.0,Kyle Tyler
sa3006806,1.0,Taylor Varnell
sa3006808,1.0,Connor Higgins
sa3006809,1.0,Jack Labosky
sa3006810,1.0,Michael Baird
sa3006811,1.0,Christopher Muller
sa3006812,1.0,Devon Perez
sa3006813,37.575,Brett de Geus
sa3006814,1.0,Justin Bruihl
sa3006815,1.0,Alejandro Melean
sa3006816,1.0,Adrian Del Moral
sa3006817,1.0,Julio Robaina
sa3006818,1.0,Raidel Orta
sa3006819,1.0,Jose Pulido
sa3006820,15.5666666667,Nick Sandlin
sa3006823,26.5,Aaron Pinto
sa3006824,1.0,Derek Craft
sa3006825,1.0,Alexander Royalty
sa3006826,60.0,Adam Scott
sa3006828,1.0,Tyler Smith
sa3006829,1.0,Kevin Magee
sa3006830,1.0,Dallas Litscher
sa3006832,1.0,Noah Bryant
sa3006833,1.0,Cameron Alldred
sa3006834,1.0,Gabe Mosser
sa3006835,1.0,Miguel Ausua
sa3006836,1.0,Tyler Joyner
sa3006837,1.0,Austin Conway
sa3006838,1.0,Ted Cillis
sa3006839,1.0,Tanner Howell
sa3006843,1.0,Jameson McGrane
sa3006844,1.0,Matthew Leon
sa3006943,1.0,Gage Burland
sa3006944,1.0,Michael Mediavilla
sa3006945,1.0,Cason Sherrod
sa3006946,1.0,Reagan Todd
sa3006947,1.0,Peter Strzelecki
sa3006950,1.0,Yasin Chentouf
sa3006951,1.0,Solomon Bates
sa3006952,1.0,David Knehr
sa3006953,1.0,Christopher Holba
sa3006954,1.0,James Cumbie
sa3006955,1.0,Jojanse Torres
sa3006956,1.0,Austin Hansen
sa3006957,1.0,Dylan Coleman
sa3006959,1.0,Jack O'Loughlin
sa3006960,1.0,Hai-Cheng Gong
sa3006961,1.0,Troy Montemayor
sa3006962,56.65,Michael Plassmeyer
sa3006963,1.0,Erin Baldwin
sa3006964,1.0,Sean Rackoski
sa3006965,1.0,Robert Welhaf
sa3006966,30.0,Brooks Wilson
sa3006967,1.0,Riley Cabral
sa3006968,1.0,Keaton Winn
sa3006969,1.0,Preston White
sa3006970,1.0,Daniel Bello
sa3006971,1.0,Omar Cruz
sa3006972,1.0,Miguel Diaz
sa3006973,1.0,Jonathan Bowlan
sa3006974,1.0,Zachary Spears
sa3006975,1.0,Victor Rodriguez
sa3006976,1.0,Wilmer Fenelon
sa3006978,29.0,Austin Warren
sa3006979,1.0,Alex DuBord
sa3006981,1.0,Kyle Hinton
sa3006982,1.0,Justin Garcia
sa3006983,1.0,Boby Johnson
sa3006984,1.0,Michael LoPresti
sa3006985,1.0,Angel Reyes
sa3006986,1.0,Conner Loeprich
sa3006987,1.0,Marcus Evey
sa3006988,1.0,Bryce Hensley
sa3006989,1.0,Mike Pascoe
sa3006990,1.0,Bryan Menendez
sa3006991,1.0,Perry DellaValle
