#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,Year
533.0,Sam Hilliard,COL,70.0,174.0,200.0,32.0,23.0,6.0,1.0,2.0,26.0,14.0,23.0,0.0,57.0,1.0,2.0,0.0,2.0,5.0,1.0,0.184,2022
534.0,Nick Pratto,KCR,49.0,158.0,182.0,29.0,12.0,9.0,1.0,7.0,18.0,20.0,19.0,0.0,66.0,1.0,3.0,1.0,6.0,0.0,0.0,0.184,2022
535.0,Juan Lagares,LAA,20.0,60.0,62.0,11.0,8.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,2022
536.0,Elier Hernandez,TEX,14.0,33.0,35.0,6.0,4.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.182,2022
537.0,Monte Harrison,LAA,9.0,11.0,14.0,2.0,1.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.182,2022
538.0,Will Benson,CLE,28.0,55.0,61.0,10.0,9.0,1.0,0.0,0.0,8.0,3.0,3.0,0.0,19.0,2.0,0.0,1.0,1.0,0.0,0.0,0.182,2022
539.0,Jerar Encarnacion,MIA,23.0,77.0,81.0,14.0,8.0,3.0,0.0,3.0,7.0,14.0,3.0,0.0,32.0,0.0,1.0,0.0,3.0,2.0,0.0,0.182,2022
540.0,Max Stassi,LAA,102.0,333.0,375.0,60.0,38.0,12.0,1.0,9.0,32.0,30.0,38.0,0.0,112.0,2.0,1.0,1.0,12.0,0.0,0.0,0.18,2022
541.0,Tres Barrera,WSN,19.0,50.0,53.0,9.0,8.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18,2022
542.0,Kurt Suzuki,LAA,51.0,139.0,159.0,25.0,17.0,4.0,0.0,4.0,10.0,15.0,15.0,0.0,29.0,2.0,2.0,1.0,3.0,0.0,0.0,0.18,2022
543.0,Kevin Smith,OAK,47.0,139.0,151.0,25.0,13.0,9.0,1.0,2.0,9.0,13.0,7.0,0.0,42.0,0.0,2.0,3.0,5.0,4.0,0.0,0.18,2022
544.0,Jed Lowrie,OAK,50.0,167.0,184.0,30.0,22.0,5.0,0.0,3.0,14.0,16.0,15.0,0.0,39.0,0.0,2.0,0.0,5.0,1.0,0.0,0.18,2022
545.0,Robinson Chirinos,BAL,67.0,195.0,220.0,35.0,22.0,9.0,0.0,4.0,10.0,22.0,19.0,0.0,67.0,4.0,1.0,1.0,4.0,1.0,0.0,0.179,2022
546.0,Lorenzo Cain,MIL,43.0,145.0,156.0,26.0,20.0,5.0,0.0,1.0,17.0,9.0,8.0,0.0,36.0,2.0,1.0,0.0,4.0,2.0,2.0,0.179,2022
547.0,Ryan Kreidler,DET,26.0,73.0,84.0,13.0,11.0,1.0,0.0,1.0,8.0,6.0,6.0,0.0,22.0,1.0,2.0,2.0,0.0,0.0,1.0,0.178,2022
548.0,Bligh Madris,PIT,39.0,113.0,123.0,20.0,12.0,7.0,0.0,1.0,10.0,7.0,10.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,1.0,0.177,2022
549.0,Cooper Hummel,ARI,66.0,176.0,201.0,31.0,17.0,8.0,3.0,3.0,20.0,17.0,23.0,0.0,64.0,1.0,1.0,0.0,4.0,4.0,1.0,0.176,2022
550.0,Riley Adams,WSN,48.0,142.0,155.0,25.0,16.0,4.0,0.0,5.0,14.0,10.0,12.0,0.0,46.0,1.0,0.0,0.0,2.0,0.0,1.0,0.176,2022
551.0,Jordan Luplow,ARI,83.0,205.0,234.0,36.0,20.0,5.0,0.0,11.0,26.0,28.0,25.0,1.0,60.0,3.0,1.0,0.0,5.0,5.0,1.0,0.176,2022
552.0,Ehire Adrianza,- - -,37.0,97.0,110.0,17.0,14.0,3.0,0.0,0.0,8.0,7.0,11.0,0.0,25.0,1.0,1.0,0.0,2.0,1.0,0.0,0.175,2022
553.0,Cole Tucker,PIT,18.0,63.0,63.0,11.0,9.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.175,2022
554.0,Andrelton Simmons,CHC,35.0,75.0,85.0,13.0,12.0,1.0,0.0,0.0,8.0,7.0,7.0,0.0,13.0,0.0,0.0,3.0,5.0,4.0,0.0,0.173,2022
555.0,Taylor Walls,TBR,142.0,407.0,466.0,70.0,42.0,18.0,2.0,8.0,53.0,33.0,52.0,0.0,120.0,2.0,2.0,2.0,6.0,10.0,3.0,0.172,2022
556.0,Esteury Ruiz,- - -,17.0,35.0,36.0,6.0,4.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.171,2022
557.0,Yoshi Tsutsugo,PIT,50.0,170.0,193.0,29.0,23.0,4.0,0.0,2.0,11.0,19.0,19.0,0.0,50.0,0.0,4.0,0.0,3.0,0.0,0.0,0.171,2022
558.0,Miguel Vargas,LAD,18.0,47.0,50.0,8.0,6.0,1.0,0.0,1.0,4.0,8.0,2.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17,2022
559.0,Mickey Moniak,- - -,37.0,106.0,112.0,18.0,11.0,3.0,1.0,3.0,13.0,8.0,4.0,0.0,44.0,1.0,0.0,1.0,0.0,1.0,0.0,0.17,2022
560.0,Sandy Leon,- - -,34.0,71.0,86.0,12.0,9.0,3.0,0.0,0.0,6.0,4.0,13.0,0.0,27.0,0.0,0.0,2.0,2.0,0.0,0.0,0.169,2022
561.0,Lewin Diaz,MIA,58.0,160.0,174.0,27.0,18.0,4.0,0.0,5.0,12.0,11.0,11.0,0.0,54.0,1.0,2.0,0.0,3.0,1.0,0.0,0.169,2022
562.0,Taylor Motter,CIN,2.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,2022
563.0,Lewis Brinson,SFG,16.0,36.0,39.0,6.0,1.0,2.0,0.0,3.0,5.0,4.0,2.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.167,2022
564.0,Grayson Greiner,ARI,2.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,2022
565.0,Richie Martin,BAL,13.0,30.0,33.0,5.0,3.0,0.0,2.0,0.0,4.0,3.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.167,2022
566.0,Chris Okey,CIN,7.0,12.0,13.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.167,2022
567.0,Mark Vientos,NYM,16.0,36.0,41.0,6.0,4.0,1.0,0.0,1.0,3.0,3.0,5.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.167,2022
568.0,Cal Stevenson,OAK,23.0,60.0,71.0,10.0,7.0,3.0,0.0,0.0,5.0,1.0,8.0,0.0,23.0,0.0,1.0,2.0,1.0,1.0,1.0,0.167,2022
569.0,Michael Siani,CIN,9.0,24.0,24.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.167,2022
570.0,Francisco Alvarez,NYM,5.0,12.0,14.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.167,2022
571.0,JJ Bleday,MIA,65.0,204.0,238.0,34.0,17.0,10.0,2.0,5.0,21.0,16.0,30.0,0.0,67.0,2.0,2.0,0.0,5.0,4.0,1.0,0.167,2022
572.0,Cristian Pache,OAK,91.0,241.0,260.0,40.0,30.0,5.0,2.0,3.0,18.0,18.0,15.0,0.0,70.0,1.0,0.0,3.0,5.0,2.0,2.0,0.166,2022
573.0,Magneuris Sierra,LAA,45.0,91.0,96.0,15.0,11.0,1.0,3.0,0.0,7.0,5.0,4.0,0.0,25.0,0.0,0.0,1.0,0.0,6.0,1.0,0.165,2022
574.0,Travis Jankowski,- - -,44.0,55.0,64.0,9.0,9.0,0.0,0.0,0.0,11.0,2.0,8.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,0.164,2022
575.0,Austin Hedges,CLE,105.0,294.0,338.0,48.0,37.0,4.0,0.0,7.0,26.0,30.0,25.0,0.0,78.0,6.0,3.0,10.0,12.0,2.0,0.0,0.163,2022
576.0,Vidal Brujan,TBR,52.0,147.0,162.0,24.0,16.0,5.0,0.0,3.0,13.0,16.0,12.0,0.0,37.0,1.0,2.0,0.0,2.0,5.0,5.0,0.163,2022
577.0,Stephen Vogt,OAK,70.0,168.0,191.0,27.0,15.0,4.0,1.0,7.0,18.0,23.0,17.0,0.0,46.0,2.0,4.0,0.0,4.0,1.0,0.0,0.161,2022
578.0,Joey Gallo,- - -,126.0,350.0,410.0,56.0,27.0,8.0,2.0,19.0,48.0,47.0,56.0,0.0,163.0,3.0,1.0,0.0,0.0,3.0,0.0,0.16,2022
579.0,Eddy Alvarez,LAD,14.0,25.0,27.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.16,2022
580.0,Korey Lee,HOU,12.0,25.0,26.0,4.0,2.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,2022
581.0,Meibrys Viloria,TEX,26.0,63.0,75.0,10.0,7.0,1.0,0.0,2.0,10.0,5.0,11.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.159,2022
582.0,Steven Souza Jr.,SEA,6.0,19.0,19.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.158,2022
583.0,Guillermo Heredia,ATL,74.0,76.0,82.0,12.0,5.0,3.0,1.0,3.0,12.0,8.0,6.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.158,2022
584.0,Donovan Walton,- - -,25.0,76.0,78.0,12.0,3.0,8.0,0.0,1.0,9.0,8.0,1.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.158,2022
585.0,Paul DeJong,STL,77.0,210.0,237.0,33.0,18.0,9.0,0.0,6.0,19.0,25.0,21.0,0.0,79.0,4.0,2.0,0.0,2.0,3.0,2.0,0.157,2022
586.0,Austin Romine,- - -,51.0,129.0,136.0,20.0,14.0,3.0,0.0,3.0,10.0,9.0,4.0,0.0,46.0,1.0,0.0,2.0,2.0,0.0,0.0,0.155,2022
587.0,Zack Collins,- - -,36.0,97.0,108.0,15.0,7.0,4.0,0.0,4.0,9.0,11.0,9.0,0.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.155,2022
588.0,Max Schrock,CIN,13.0,26.0,27.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,2022
589.0,Sebastian Rivero,KCR,17.0,26.0,29.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.154,2022
590.0,Jeter Downs,BOS,14.0,39.0,41.0,6.0,4.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.154,2022
591.0,Steven Duggar,- - -,29.0,72.0,80.0,11.0,7.0,3.0,1.0,0.0,7.0,4.0,7.0,0.0,41.0,0.0,1.0,0.0,0.0,5.0,1.0,0.153,2022
592.0,Jose Barrero,CIN,48.0,165.0,174.0,25.0,20.0,3.0,0.0,2.0,13.0,10.0,9.0,0.0,76.0,0.0,0.0,0.0,4.0,4.0,1.0,0.152,2022
593.0,Robinson Cano,- - -,33.0,100.0,104.0,15.0,13.0,1.0,0.0,1.0,5.0,4.0,4.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15,2022
594.0,Ben DeLuzio,STL,22.0,20.0,25.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15,2022
595.0,Michael Perez,- - -,45.0,121.0,132.0,18.0,12.0,0.0,0.0,6.0,10.0,14.0,10.0,0.0,32.0,0.0,0.0,1.0,2.0,1.0,0.0,0.149,2022
596.0,Phil Gosselin,- - -,34.0,74.0,77.0,11.0,10.0,0.0,1.0,0.0,6.0,2.0,2.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.149,2022
597.0,Mike Zunino,TBR,36.0,115.0,123.0,17.0,9.0,3.0,0.0,5.0,7.0,16.0,6.0,0.0,46.0,1.0,1.0,0.0,2.0,0.0,0.0,0.148,2022
598.0,Matt Davidson,- - -,13.0,34.0,37.0,5.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.147,2022
599.0,Kody Clemens,DET,57.0,117.0,127.0,17.0,8.0,4.0,0.0,5.0,13.0,17.0,8.0,0.0,33.0,0.0,2.0,0.0,1.0,1.0,0.0,0.145,2022
600.0,Brett Phillips,- - -,83.0,201.0,225.0,29.0,18.0,6.0,0.0,5.0,22.0,15.0,16.0,0.0,94.0,3.0,1.0,4.0,0.0,7.0,0.0,0.144,2022
601.0,Manny Pina,ATL,5.0,14.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.143,2022
602.0,Terrance Gore,NYM,10.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.143,2022
603.0,Gosuke Katoh,TOR,8.0,7.0,11.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.143,2022
604.0,Mark Payton,CHW,8.0,21.0,25.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,2022
605.0,Chad Wallach,LAA,12.0,35.0,40.0,5.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.143,2022
606.0,Kelvin Gutierrez,BAL,12.0,28.0,33.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.143,2022
607.0,Jermaine Palacios,MIN,30.0,70.0,77.0,10.0,8.0,0.0,0.0,2.0,8.0,6.0,4.0,0.0,27.0,0.0,2.0,1.0,2.0,0.0,0.0,0.143,2022
608.0,Kyle Lewis,SEA,18.0,56.0,62.0,8.0,5.0,0.0,0.0,3.0,6.0,5.0,5.0,0.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,0.143,2022
609.0,Simon Muzziotti,PHI,9.0,7.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.143,2022
610.0,Rylan Bannon,- - -,5.0,14.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.143,2022
611.0,Michael Papierski,- - -,39.0,91.0,103.0,13.0,11.0,1.0,0.0,1.0,7.0,4.0,10.0,0.0,26.0,0.0,0.0,2.0,4.0,0.0,0.0,0.143,2022
612.0,Payton Henry,MIA,15.0,28.0,35.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.143,2022
613.0,Jarred Kelenic,SEA,54.0,163.0,181.0,23.0,10.0,5.0,1.0,7.0,20.0,17.0,16.0,0.0,61.0,1.0,1.0,0.0,3.0,5.0,2.0,0.141,2022
614.0,Adalberto Mondesi,KCR,15.0,50.0,54.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,20.0,0.0,0.0,0.0,2.0,5.0,0.0,0.14,2022
615.0,David MacKinnon,- - -,22.0,50.0,57.0,7.0,7.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.14,2022
616.0,Nick Plummer,NYM,14.0,29.0,31.0,4.0,1.0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.138,2022
617.0,Ryan Aguilar,LAA,7.0,22.0,26.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.136,2022
618.0,Chuckie Robinson,CIN,25.0,59.0,60.0,8.0,4.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,17.0,0.0,0.0,1.0,5.0,0.0,0.0,0.136,2022
619.0,Willie Calhoun,- - -,22.0,52.0,62.0,7.0,3.0,3.0,0.0,1.0,7.0,3.0,9.0,0.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.135,2022
620.0,Jonathan Arauz,- - -,15.0,38.0,41.0,5.0,4.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.132,2022
621.0,Andrew Knapp,- - -,16.0,39.0,46.0,5.0,4.0,1.0,0.0,0.0,4.0,4.0,5.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.128,2022
622.0,Ender Inciarte,NYM,11.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2022
623.0,Justin Upton,SEA,17.0,48.0,57.0,6.0,4.0,1.0,0.0,1.0,2.0,3.0,6.0,0.0,23.0,3.0,0.0,0.0,1.0,0.0,0.0,0.125,2022
624.0,Jason Krizan,SFG,3.0,8.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2022
625.0,Jose Rojas,LAA,22.0,56.0,57.0,7.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.125,2022
626.0,Brent Rooker,- - -,16.0,32.0,36.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.125,2022
627.0,Yainer Diaz,HOU,6.0,8.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2022
628.0,Bradley Zimmer,- - -,109.0,105.0,117.0,13.0,6.0,5.0,0.0,2.0,18.0,5.0,5.0,0.0,45.0,6.0,0.0,1.0,0.0,3.0,2.0,0.124,2022
629.0,Alex Dickerson,ATL,13.0,33.0,36.0,4.0,3.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.121,2022
630.0,Dom Nunez,COL,14.0,33.0,41.0,4.0,3.0,1.0,0.0,0.0,3.0,2.0,6.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.121,2022
631.0,Kevin Padlo,- - -,13.0,33.0,34.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.121,2022
632.0,Mark Contreras,MIN,28.0,58.0,61.0,7.0,3.0,1.0,0.0,3.0,9.0,6.0,1.0,0.0,21.0,1.0,1.0,0.0,2.0,1.0,0.0,0.121,2022
633.0,Bobby Bradley,CLE,8.0,17.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,2022
634.0,Niko Goodrum,HOU,15.0,43.0,45.0,5.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.116,2022
635.0,Jason Castro,HOU,34.0,78.0,88.0,9.0,6.0,2.0,0.0,1.0,6.0,3.0,8.0,0.0,40.0,1.0,1.0,0.0,1.0,1.0,0.0,0.115,2022
636.0,Anthony Bemboom,BAL,22.0,52.0,59.0,6.0,3.0,2.0,0.0,1.0,4.0,1.0,6.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.115,2022
637.0,Michael Hermosillo,CHC,31.0,61.0,73.0,7.0,5.0,2.0,0.0,0.0,7.0,4.0,7.0,0.0,27.0,4.0,0.0,1.0,0.0,1.0,0.0,0.115,2022
638.0,Lenyn Sosa,CHW,11.0,35.0,36.0,4.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.114,2022
639.0,Bryce Johnson,SFG,11.0,18.0,19.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,2022
640.0,Ivan Herrera,STL,11.0,18.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.111,2022
641.0,Ford Proctor,SFG,7.0,18.0,22.0,2.0,1.0,0.0,0.0,1.0,3.0,6.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.111,2022
642.0,Travis Swaggerty,PIT,5.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,2022
643.0,Yolmer Sanchez,- - -,17.0,37.0,44.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,2.0,0.108,2022
644.0,Chris Owings,BAL,27.0,56.0,68.0,6.0,4.0,2.0,0.0,0.0,6.0,0.0,10.0,0.0,24.0,1.0,0.0,1.0,3.0,1.0,0.0,0.107,2022
645.0,Matthew Batten,SDP,15.0,19.0,22.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.105,2022
646.0,Heliot Ramos,SFG,9.0,20.0,22.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,2022
647.0,Estevan Florial,NYY,17.0,31.0,35.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,0.097,2022
648.0,Billy McKinney,OAK,23.0,52.0,57.0,5.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.096,2022
649.0,Matt Beaty,SDP,20.0,43.0,47.0,4.0,2.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,0.093,2022
650.0,Dillon Thomas,LAA,8.0,11.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.091,2022
651.0,Miguel Sano,MIN,20.0,60.0,71.0,5.0,4.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,0.083,2022
652.0,Kevin Pillar,LAD,4.0,12.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.083,2022
653.0,Yonny Hernandez,ARI,12.0,24.0,28.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.083,2022
654.0,Bryan Lavastida,CLE,6.0,12.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,2022
655.0,Tim Beckham,MIN,12.0,25.0,25.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,2022
656.0,Lucius Fox,WSN,10.0,25.0,28.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08,2022
657.0,Israel Pineda,WSN,4.0,13.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,2022
658.0,Austin Allen,OAK,5.0,14.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.071,2022
659.0,Steele Walker,TEX,5.0,14.0,16.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,2022
660.0,Caleb Hamilton,MIN,22.0,18.0,23.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056,2022
661.0,Billy Hamilton,- - -,37.0,20.0,23.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,10.0,1.0,0.05,2022
662.0,Jose Godoy,- - -,10.0,20.0,22.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2022
663.0,Tommy Hunter,NYM,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
664.0,Matt Bush,- - -,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
665.0,Adam Ottavino,NYM,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
666.0,Oliver Perez,ARI,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
667.0,Sean Doolittle,WSN,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
668.0,Matt Moore,TEX,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
669.0,Zack Greinke,KCR,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
670.0,Clayton Kershaw,LAD,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
671.0,Adam Wainwright,STL,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
